Session_Name_	Trial_Index_	Trial_Recycled_	condition	text	question	expected_key	QUESTION_KEY_PRESSED	QUESTION_RT	QUESTION_ACCURACY	SENTENCE_RT	speechid	paragraphid	counterbalance	LAST_COUNTERBALANCE
Test	1	False	practice	"NY TALE BEGYNDER NU"	"NO QUESTION"	NA	.	-1	-1	1778	1327	-1	0	0
Test	2	False	practice	"Hej alle sammen!"	"NO QUESTION"	NA	.	-1	-1	549	1327	0	0	0
Test	3	False	practice	"Som I allerede ved, vil vi om lidt tænde for et bål, der vil brænde et skab af – det skab, vi har følt os begrænset af, indelukket i, og som de fleste af os er brudt ud af for at kunne blive lykkeligere."	"NO QUESTION"	NA	.	-1	-1	376	1327	1	0	0
Test	4	False	practice	"'Men skabe er da ganske praktiske til opbevaring af mangt og meget, ikke sandt?' Jo, opbevaring af værdier, det er rigtigt – men når vi først begynder at sætte spørgsmålstegn ved disse værdier, så føles skabet mere og mere trangt, for det kan ikke rumme vores ideer og følelser mere."	"NO QUESTION"	NA	.	-1	-1	260	1327	2	0	0
Test	5	False	practice	"'Jamen hvad er der i det skab?' Der er en opfattelse af at kvinder og mænd skal tænke, føle, klæde sig og handle forskelligt – fordi nogle er kvinder og andre er mænd. Kønsroller kalder vi det. Men det rækker faktisk meget længere end bare til roller, vi spiller – rollerne invaderer vores tanker og vores følelser, så vi næsten ikke kan tænke uden for rollen, så længe skabet omslutter os, og i hvert fald først og fremmest føler vi må tage hensyn til dem, der er i skabet..."	"Spørgsmål:\nMener taleren at kønsroller både påvirker hvordan vi handler og tænker?"	1	1	1074	1	1802	1327	3	0	0
Test	6	False	practice	"Når vi endelig bryder ud af skabet og for alvor viser og siger det, der ikke passer i det normative skab, kan vi godt opleve negative reaktioner – men så sandelig også positive – for vi er jo slet ikke alene!"	"NO QUESTION"	NA	.	-1	-1	581	1327	4	0	0
Test	7	False	practice	"Der er nemlig andre som ligner os mere eller mindre, vi er en broget og mangfoldig flok i alle aldre, hudfarver, kulturelle baggrunde, med og uden handicap, med og uden tro, af forskellig politisk overbevisning, og – vigtigst for os her: af flere forskellige kønsidentiteter og seksuelle orienteringer."	"NO QUESTION"	NA	.	-1	-1	300	1327	5	0	0
Test	8	False	practice	"Fælles for os er, at vi er en regnbueminoritet i forhold til flertallets skab – men det betyder ikke at majoriteten har ret. Vi vil udefra informere om, at der er andre måder at se tingene på, tilbyde et alternativt syn på livet og verden, som kan hjælpe nogle – især børn og unge – ud af et skab, de mistrives i."	"Spørgsmål:\nMener taleren at minoriteter bør tie med deres verdenssyn?"	2	1	3628	0	1743	1327	6	0	0
Test	9	False	practice	"Lad os brænde skabet med normerne, så vi frigøres fra dem og får retten til at være dem, vi faktisk er!"	"NO QUESTION"	NA	.	-1	-1	1069	1327	7	0	0
Test	10	False	experiment	"NY TALE BEGYNDER NU"	"NO QUESTION"	NA	.	-1	-1	579	1165	-1	9	9
Test	11	False	experiment	"Denne her tale er til alle jer derude, der ligesom mig, er ulykkelige og dybt forgældede. Det er Sankt Hans, om lidt skal vi brænde en heks af, forestil jer at det var jeres gæld der blev brændt af, eller jeres dårlige vaner og triste minder. Forestil jer at man én gang om året kunne tage en pose med rudekuverter og dårlige vaner med sig ned på sletten eller stranden eller hvor det nærmeste bål nu er, og kaste det i flammerne. Forestil jer at der var en anden verden, uden alle jeres problemer, som man kunne træde over i, vupti, så var alt det forfærdelige væk."	"Spørgsmål:\nFøler taleren ubehag ved rudekuverter?"	1	1	587	1	341	1165	0	9	9
Test	12	False	experiment	"Jeg har én episode, eller man kunne kalde det en periode i mit liv, jeg som det første ville se at komme af med. Da jeg var yngre løj jeg mig til at være læge. Det gør jeg ikke længere. Jeg havde en dum, dum oplevelse i mine tyvere hvor jeg mødte en sød pige og ikke blot løj mig ældre, men også til at være på niende semester. Det virkede. Jeg ville have hendes opmærksomhed og jeg fik den. Det var ligesom at spille kvartfinale til et EM i fodbold: hvis man er bagud til sidst, så ofrer man alt, uanset om det så koster et gult kort. Hvis det så til gengæld lykkes, og man havde et gult i forvejen, ja, så er man slet ikke med i næste kamp, hvilket jo kan føles ekstremt uretfærdigt."	"NO QUESTION"	NA	.	-1	-1	190	1165	1	9	9
Test	13	False	experiment	"Sådan gik det for mig, for ikke nok med at jeg fik hendes opmærksomhed, jeg fik også en date og en mere og jeg fik aldrig helt fortalt hende at jeg slet ikke var læge, men på dagpenge. Og selvfølgelig skete det værste, der overhovedet kunne ske, på vores, ja måske var kun den femte date. Vi havde spadseret rundt om søerne, hånd i hånd, det hele føltes perfekt, jeg elskede hende virkelig højt og hun elskede mig, og vi gik mod Fælledparken hvor der skulle være det store sankthansbål og vi gik helt tæt sammen, imens vi nærmede os en lille flok mennesker der stod midt på stien."	"NO QUESTION"	NA	.	-1	-1	295	1165	2	9	9
