trialId,speechId,paragraphId,wordId,word,word_fixated,number_of_fixations,word_landing_position,word_first_fixation_duration,word_first_char_dwell,word_total_fix_time
1,1327,-1,1,NY,False,0,,NA,NA,NA
1,1327,-1,2,TALE,False,0,,NA,NA,NA
1,1327,-1,3,BEGYNDER,False,0,,NA,NA,NA
1,1327,-1,4,NU,True,1,U,302,302,302
2,1327,0,1,Hej,False,0,,NA,NA,NA
2,1327,0,2,alle,True,1,e,101,101,101
2,1327,0,3,sammen!,False,0,,NA,NA,NA
3,1327,1,1,Som,False,0,,NA,NA,NA
3,1327,1,2,I,False,0,,NA,NA,NA
3,1327,1,3,allerede,True,1,e,72,72,72
3,1327,1,4,"ved,",False,0,,NA,NA,NA
3,1327,1,5,vil,True,1,l,270,270,270
3,1327,1,6,vi,True,1,i,189,189,189
3,1327,1,7,om,True,1,m,222,222,222
3,1327,1,8,lidt,True,1,i,239,239,239
3,1327,1,9,tænde,True,1,n,416,416,416
3,1327,1,10,for,False,0,,NA,NA,NA
3,1327,1,11,et,True,1,e,482,482,482
3,1327,1,12,"bål,",True,1,b,173,173,173
3,1327,1,13,der,True,1,r,183,183,183
3,1327,1,14,vil,True,1,v,229,229,229
3,1327,1,15,brænde,True,2,d,215,215,388
3,1327,1,16,et,True,5,t,205,387,1102
3,1327,1,17,skab,True,1,a,629,629,629
3,1327,1,18,af,False,0,,NA,NA,NA
3,1327,1,19,–,False,0,,NA,NA,NA
3,1327,1,20,det,True,1,d,207,207,207
3,1327,1,21,"skab,",False,0,,NA,NA,NA
3,1327,1,22,vi,False,0,,NA,NA,NA
3,1327,1,23,har,False,0,,NA,NA,NA
3,1327,1,24,følt,True,1,ø,468,468,468
3,1327,1,25,os,True,1,o,342,342,342
3,1327,1,26,begrænset,True,2,e,203,203,560
3,1327,1,27,"af,",True,2,a,377,377,660
3,1327,1,28,indelukket,True,3,u,243,243,773
3,1327,1,29,"i,",False,0,,NA,NA,NA
3,1327,1,30,og,False,0,,NA,NA,NA
3,1327,1,31,som,True,3,o,267,267,688
3,1327,1,32,de,True,1,d,276,276,276
3,1327,1,33,fleste,True,1,l,220,220,220
3,1327,1,34,af,True,1,f,463,463,463
3,1327,1,35,os,False,0,,NA,NA,NA
3,1327,1,36,er,True,1,r,231,231,231
3,1327,1,37,brudt,True,1,u,169,169,169
3,1327,1,38,ud,True,1,d,192,192,192
3,1327,1,39,af,False,0,,NA,NA,NA
3,1327,1,40,for,True,1,f,216,216,216
3,1327,1,41,at,False,0,,NA,NA,NA
3,1327,1,42,kunne,True,1,n,293,293,293
3,1327,1,43,blive,True,1,b,115,115,115
3,1327,1,44,lykkeligere.,True,2,e,142,142,790
4,1327,2,1,'Men,False,0,,NA,NA,NA
4,1327,2,2,skabe,False,0,,NA,NA,NA
4,1327,2,3,er,False,0,,NA,NA,NA
4,1327,2,4,da,False,0,,NA,NA,NA
4,1327,2,5,ganske,False,0,,NA,NA,NA
4,1327,2,6,praktiske,True,1,i,411,411,411
4,1327,2,7,til,False,0,,NA,NA,NA
4,1327,2,8,opbevaring,True,2,o,178,178,375
4,1327,2,9,af,False,0,,NA,NA,NA
4,1327,2,10,mangt,True,2,g,306,306,635
4,1327,2,11,og,False,0,,NA,NA,NA
4,1327,2,12,"meget,",True,2,g,201,201,467
4,1327,2,13,ikke,True,2,k,407,407,546
4,1327,2,14,sandt?',True,2,n,313,313,756
4,1327,2,15,"Jo,",True,2,J,136,136,468
4,1327,2,16,opbevaring,False,0,,NA,NA,NA
4,1327,2,17,af,False,0,,NA,NA,NA
4,1327,2,18,"værdier,",True,2,i,140,140,453
4,1327,2,19,det,True,2,t,331,331,517
4,1327,2,20,er,False,0,,NA,NA,NA
4,1327,2,21,rigtigt,True,1,t,393,393,393
4,1327,2,22,–,False,0,,NA,NA,NA
4,1327,2,23,men,True,1,n,295,295,295
4,1327,2,24,når,True,1,r,166,166,166
4,1327,2,25,vi,False,0,,NA,NA,NA
4,1327,2,26,først,True,1,f,263,395,395
4,1327,2,27,begynder,True,1,e,298,298,298
4,1327,2,28,at,False,0,,NA,NA,NA
4,1327,2,29,sætte,True,1,æ,417,417,417
4,1327,2,30,spørgsmålstegn,True,1,g,237,237,237
4,1327,2,31,ved,True,2,e,198,198,369
4,1327,2,32,disse,True,2,s,284,284,613
4,1327,2,33,"værdier,",True,1,d,237,237,237
4,1327,2,34,så,False,0,,NA,NA,NA
4,1327,2,35,føles,True,2,s,146,146,463
4,1327,2,36,skabet,True,1,e,440,440,440
4,1327,2,37,mere,True,1,r,340,340,340
4,1327,2,38,og,True,1,g,219,219,219
4,1327,2,39,mere,True,1,r,534,534,534
4,1327,2,40,"trangt,",False,0,,NA,NA,NA
4,1327,2,41,for,True,1,r,371,371,371
4,1327,2,42,det,True,1,d,231,231,231
4,1327,2,43,kan,True,2,k,198,198,476
4,1327,2,44,ikke,True,2,i,179,179,376
4,1327,2,45,rumme,True,1,u,177,177,177
4,1327,2,46,vores,True,1,r,378,378,378
4,1327,2,47,ideer,True,2,i,209,209,449
4,1327,2,48,og,False,0,,NA,NA,NA
4,1327,2,49,følelser,True,2,ø,458,458,1010
4,1327,2,50,mere.,False,0,,NA,NA,NA
5,1327,3,1,'Jamen,True,2,a,302,302,709
5,1327,3,2,hvad,False,0,,NA,NA,NA
5,1327,3,3,er,False,0,,NA,NA,NA
5,1327,3,4,der,False,0,,NA,NA,NA
5,1327,3,5,i,True,1,i,45,45,45
5,1327,3,6,det,False,0,,NA,NA,NA
5,1327,3,7,skab?',False,0,,NA,NA,NA
5,1327,3,8,Der,False,0,,NA,NA,NA
5,1327,3,9,er,True,1,e,434,434,434
5,1327,3,10,en,True,1,e,222,222,222
5,1327,3,11,opfattelse,True,3,o,192,438,682
5,1327,3,12,af,True,1,f,203,203,203
5,1327,3,13,at,True,2,a,217,628,628
5,1327,3,14,kvinder,True,2,v,189,189,379
5,1327,3,15,og,False,0,,NA,NA,NA
5,1327,3,16,mænd,True,1,n,231,231,231
5,1327,3,17,skal,True,1,l,340,340,340
5,1327,3,18,"tænke,",False,0,,NA,NA,NA
5,1327,3,19,"føle,",False,0,,NA,NA,NA
5,1327,3,20,klæde,False,0,,NA,NA,NA
5,1327,3,21,sig,True,3,i,236,236,806
5,1327,3,22,og,True,2,g,156,382,382
5,1327,3,23,handle,True,2,a,710,710,939
5,1327,3,24,forskelligt,True,6,f,204,482,1329
5,1327,3,25,–,False,0,,NA,NA,NA
5,1327,3,26,fordi,True,3,f,249,249,1034
5,1327,3,27,nogle,True,3,o,242,242,828
5,1327,3,28,er,True,3,e,293,603,603
5,1327,3,29,kvinder,True,2,k,248,248,515
5,1327,3,30,og,True,2,o,297,297,581
5,1327,3,31,andre,True,3,a,260,571,1332
5,1327,3,32,er,False,0,,NA,NA,NA
5,1327,3,33,mænd.,True,2,m,234,468,468
5,1327,3,34,Kønsroller,True,1,ø,377,377,377
5,1327,3,35,kalder,True,1,k,450,450,450
5,1327,3,36,vi,True,1,i,180,180,180
5,1327,3,37,det.,True,1,.,361,361,361
5,1327,3,38,Men,False,0,,NA,NA,NA
5,1327,3,39,det,True,1,d,386,386,386
5,1327,3,40,rækker,True,2,k,153,153,313
5,1327,3,41,faktisk,True,2,a,262,262,507
5,1327,3,42,meget,True,1,g,170,170,170
5,1327,3,43,længere,True,1,n,196,196,196
5,1327,3,44,end,True,1,d,230,230,230
5,1327,3,45,bare,True,2,b,210,210,375
5,1327,3,46,til,True,2,i,258,258,593
5,1327,3,47,"roller,",True,2,r,198,198,432
5,1327,3,48,vi,True,1,i,527,527,527
5,1327,3,49,spiller,True,3,p,244,244,752
5,1327,3,50,–,False,0,,NA,NA,NA
5,1327,3,51,rollerne,True,4,r,252,252,1238
5,1327,3,52,invaderer,True,5,i,447,447,1544
5,1327,3,53,vores,True,2,v,768,768,1305
5,1327,3,54,tanker,False,0,,NA,NA,NA
5,1327,3,55,og,False,0,,NA,NA,NA
5,1327,3,56,vores,True,1,o,470,470,470
5,1327,3,57,"følelser,",False,0,,NA,NA,NA
5,1327,3,58,så,True,2,s,408,408,909
5,1327,3,59,vi,True,1,i,191,191,191
5,1327,3,60,næsten,True,2,n,225,225,385
5,1327,3,61,ikke,True,2,e,248,248,348
5,1327,3,62,kan,False,0,,NA,NA,NA
5,1327,3,63,tænke,True,1,æ,225,225,225
5,1327,3,64,uden,True,2,n,189,189,573
5,1327,3,65,for,True,1,o,203,203,203
