trialId,speechId,paragraphId,wordId,word,word_fixated,number_of_fixations,word_landing_position_char,word_landing_position_index,word_first_fixation_duration,word_mean_fixation_duration,word_first_char_dwell_time,word_total_fix_time,word_gaze_duration,word_go_past_time
1,1327,-1,1,NY,True,6,Y,1,334,321.3333333333333,1456,1928,1456,1456
1,1327,-1,2,TALE,True,33,T,0,230,358.42424242424244,2776,11828,3118,3118
1,1327,-1,3,BEGYNDER,True,28,Y,3,127,341.82142857142856,1998,9571,1864,1864
1,1327,-1,4,NU,True,9,N,0,228,257.44444444444446,1604,2317,1604,1604
2,1327,0,1,Hej,True,1,j,2,123,123.0,123,123,123,123
2,1327,0,2,alle,True,10,l,2,151,337.5,622,3375,1052,1052
2,1327,0,3,sammen!,True,4,e,4,183,251.25,183,1005,257,257
3,1327,1,1,Som,False,0,NA,NA,NA,NA,NA,NA,NA,NA
3,1327,1,2,I,True,1,I,0,168,168.0,168,168,168,168
3,1327,1,3,allerede,True,2,a,0,116,133.5,116,267,151,151
3,1327,1,4,"ved,",True,1,",",3,299,299.0,299,299,299,299
3,1327,1,5,vil,True,2,v,0,118,152.0,118,304,186,186
3,1327,1,6,vi,True,2,i,1,213,162.0,213,324,111,111
3,1327,1,7,om,True,1,o,0,193,193.0,193,193,193,193
3,1327,1,8,lidt,True,2,l,0,118,208.5,118,417,299,299
3,1327,1,9,tænde,True,1,e,4,239,239.0,239,239,239,239
3,1327,1,10,for,True,1,o,1,177,177.0,177,177,177,177
3,1327,1,11,et,True,1,t,1,247,247.0,247,247,247,247
3,1327,1,12,"bål,",False,0,NA,NA,NA,NA,NA,NA,NA,NA
3,1327,1,13,der,False,0,NA,NA,NA,NA,NA,NA,NA,NA
3,1327,1,14,vil,True,2,l,2,232,184.5,232,369,137,137
3,1327,1,15,brænde,True,1,æ,2,171,171.0,171,171,171,171
3,1327,1,16,et,True,2,t,1,231,220.0,440,440,440,440
3,1327,1,17,skab,True,2,b,3,145,199.5,145,399,254,254
3,1327,1,18,af,True,1,a,0,148,148.0,148,148,148,148
3,1327,1,19,–,False,0,NA,NA,NA,NA,NA,NA,NA,NA
3,1327,1,20,det,True,1,d,0,400,400.0,400,400,400,400
3,1327,1,21,"skab,",True,1,",",4,194,194.0,194,194,194,194
3,1327,1,22,vi,False,0,NA,NA,NA,NA,NA,NA,NA,NA
3,1327,1,23,har,False,0,NA,NA,NA,NA,NA,NA,NA,NA
3,1327,1,24,følt,True,1,l,2,239,239.0,239,239,239,239
3,1327,1,25,os,True,1,s,1,179,179.0,179,179,179,179
3,1327,1,26,begrænset,True,3,g,2,114,180.33333333333334,114,541,214,214
3,1327,1,27,"af,",False,0,NA,NA,NA,NA,NA,NA,NA,NA
3,1327,1,28,indelukket,True,2,d,2,227,202.0,227,404,177,177
3,1327,1,29,"i,",False,0,NA,NA,NA,NA,NA,NA,NA,NA
3,1327,1,30,og,False,0,NA,NA,NA,NA,NA,NA,NA,NA
3,1327,1,31,som,True,1,s,0,188,188.0,188,188,188,188
3,1327,1,32,de,True,1,e,1,219,219.0,219,219,219,219
3,1327,1,33,fleste,False,0,NA,NA,NA,NA,NA,NA,NA,NA
3,1327,1,34,af,True,1,f,1,226,226.0,226,226,226,226
3,1327,1,35,os,False,0,NA,NA,NA,NA,NA,NA,NA,NA
3,1327,1,36,er,True,1,e,0,184,184.0,184,184,184,184
3,1327,1,37,brudt,True,1,d,3,208,208.0,208,208,208,208
3,1327,1,38,ud,False,0,NA,NA,NA,NA,NA,NA,NA,NA
3,1327,1,39,af,True,1,a,0,230,230.0,230,230,230,230
3,1327,1,40,for,True,1,r,2,141,141.0,141,141,141,141
3,1327,1,41,at,False,0,NA,NA,NA,NA,NA,NA,NA,NA
3,1327,1,42,kunne,True,1,n,2,128,128.0,128,128,128,128
3,1327,1,43,blive,False,0,NA,NA,NA,NA,NA,NA,NA,NA
3,1327,1,44,lykkeligere.,True,4,r,9,132,260.75,132,1043,366,366
4,1327,2,1,'Men,True,1,n,3,66,66.0,66,66,66,66
4,1327,2,2,skabe,True,2,b,3,44,81.0,44,162,118,118
4,1327,2,3,er,True,1,e,0,225,225.0,225,225,225,225
4,1327,2,4,da,True,1,d,0,143,143.0,143,143,143,143
4,1327,2,5,ganske,True,2,a,1,58,134.0,58,268,210,210
4,1327,2,6,praktiske,True,1,k,3,252,252.0,252,252,252,252
4,1327,2,7,til,False,0,NA,NA,NA,NA,NA,NA,NA,NA
4,1327,2,8,opbevaring,True,1,b,2,303,303.0,303,303,303,303
