trialId,speechId,paragraphId,wordId,word,word_fixated,number_of_fixations,word_landing_position_char,word_landing_position_index,word_first_fixation_duration,word_mean_fixation_duration,word_first_char_dwell_time,word_total_fix_time,word_gaze_duration,word_go_past_time
1,1327,-1,1,NY,True,4,Y,1,291,614.25,1568,2457,1568,1568
1,1327,-1,2,TALE,True,8,E,3,110,380.375,343,3043,1935,1935
1,1327,-1,3,BEGYNDER,True,18,E,6,417,304.05555555555554,610,5473,960,960
1,1327,-1,4,NU,True,4,N,0,406,322.5,1290,1290,1290,1290
2,1327,0,1,Hej,True,9,j,2,332,310.1111111111111,2404,2791,2404,2404
2,1327,0,2,alle,True,8,l,2,143,403.375,143,3227,1665,1665
2,1327,0,3,sammen!,True,9,m,2,564,626.5555555555555,1032,5639,480,480
3,1327,1,1,Som,True,4,o,1,263,257.25,676,1029,676,676
3,1327,1,2,I,False,0,NA,NA,NA,NA,NA,NA,NA,NA
3,1327,1,3,allerede,True,5,r,4,114,163.4,234,817,153,153
3,1327,1,4,"ved,",True,2,v,0,276,245.5,276,491,215,215
3,1327,1,5,vil,False,0,NA,NA,NA,NA,NA,NA,NA,NA
3,1327,1,6,vi,True,2,v,0,547,434.0,868,868,868,868
3,1327,1,7,om,True,1,o,0,223,223.0,223,223,223,223
3,1327,1,8,lidt,True,3,t,3,131,130.66666666666666,257,392,257,257
3,1327,1,9,tænde,True,2,e,4,306,258.0,306,516,210,210
3,1327,1,10,for,True,1,f,0,260,260.0,260,260,260,260
3,1327,1,11,et,False,0,NA,NA,NA,NA,NA,NA,NA,NA
3,1327,1,12,"bål,",True,2,",",3,145,169.0,145,338,193,193
3,1327,1,13,der,False,0,NA,NA,NA,NA,NA,NA,NA,NA
3,1327,1,14,vil,True,1,v,0,170,170.0,170,170,170,170
3,1327,1,15,brænde,True,1,b,0,115,115.0,115,115,115,115
3,1327,1,16,et,True,1,e,0,247,247.0,247,247,247,247
3,1327,1,17,skab,False,0,NA,NA,NA,NA,NA,NA,NA,NA
3,1327,1,18,af,True,1,a,0,302,302.0,302,302,302,302
3,1327,1,19,–,False,0,NA,NA,NA,NA,NA,NA,NA,NA
3,1327,1,20,det,True,2,d,0,288,255.5,288,511,223,223
3,1327,1,21,"skab,",True,2,a,2,166,157.5,166,315,149,149
3,1327,1,22,vi,False,0,NA,NA,NA,NA,NA,NA,NA,NA
3,1327,1,23,har,True,1,h,0,131,131.0,131,131,131,131
3,1327,1,24,følt,True,1,l,2,251,251.0,251,251,251,251
3,1327,1,25,os,True,1,o,0,121,121.0,121,121,121,121
3,1327,1,26,begrænset,True,2,n,5,89,108.5,89,217,128,128
3,1327,1,27,"af,",True,1,a,0,255,255.0,255,255,255,255
3,1327,1,28,indelukket,True,1,u,5,325,325.0,325,325,325,325
3,1327,1,29,"i,",False,0,NA,NA,NA,NA,NA,NA,NA,NA
3,1327,1,30,og,True,1,g,1,158,158.0,158,158,158,158
3,1327,1,31,som,True,2,o,1,159,169.5,159,339,180,180
3,1327,1,32,de,True,1,d,0,222,222.0,222,222,222,222
3,1327,1,33,fleste,True,1,e,5,174,174.0,174,174,174,174
3,1327,1,34,af,False,0,NA,NA,NA,NA,NA,NA,NA,NA
3,1327,1,35,os,True,1,s,1,184,184.0,184,184,184,184
3,1327,1,36,er,False,0,NA,NA,NA,NA,NA,NA,NA,NA
3,1327,1,37,brudt,True,2,b,0,114,276.0,114,552,438,438
3,1327,1,38,ud,False,0,NA,NA,NA,NA,NA,NA,NA,NA
3,1327,1,39,af,False,0,NA,NA,NA,NA,NA,NA,NA,NA
3,1327,1,40,for,True,1,f,0,314,314.0,314,314,314,314
3,1327,1,41,at,False,0,NA,NA,NA,NA,NA,NA,NA,NA
3,1327,1,42,kunne,True,1,n,2,206,206.0,206,206,206,206
3,1327,1,43,blive,True,1,i,2,96,96.0,96,96,96,96
3,1327,1,44,lykkeligere.,True,3,.,11,103,372.3333333333333,103,1117,275,275
4,1327,2,1,'Men,True,1,n,3,195,195.0,195,195,195,195
4,1327,2,2,skabe,True,1,s,0,113,113.0,113,113,113,113
4,1327,2,3,er,True,2,e,0,106,191.5,383,383,383,383
4,1327,2,4,da,False,0,NA,NA,NA,NA,NA,NA,NA,NA
4,1327,2,5,ganske,True,1,g,0,178,178.0,178,178,178,178
4,1327,2,6,praktiske,True,2,p,0,138,235.5,138,471,333,333
4,1327,2,7,til,False,0,NA,NA,NA,NA,NA,NA,NA,NA
4,1327,2,8,opbevaring,True,1,v,4,318,318.0,318,318,318,318
4,1327,2,9,af,False,0,NA,NA,NA,NA,NA,NA,NA,NA
4,1327,2,10,mangt,True,2,t,4,276,340.0,276,680,404,404
4,1327,2,11,og,True,3,o,0,247,179.0,373,537,164,164
4,1327,2,12,"meget,",True,4,",",5,186,191.25,640,765,640,640
4,1327,2,13,ikke,False,0,NA,NA,NA,NA,NA,NA,NA,NA
4,1327,2,14,sandt?',True,2,a,1,221,235.5,221,471,250,250
4,1327,2,15,"Jo,",True,1,",",2,296,296.0,296,296,296,296
4,1327,2,16,opbevaring,True,2,v,4,254,156.5,254,313,59,59
4,1327,2,17,af,False,0,NA,NA,NA,NA,NA,NA,NA,NA
4,1327,2,18,"værdier,",True,2,e,5,132,199.5,132,399,267,267
4,1327,2,19,det,True,2,t,2,44,107.5,44,215,171,171
4,1327,2,20,er,True,2,e,0,78,108.0,216,216,216,216
4,1327,2,21,rigtigt,True,1,g,5,135,135.0,135,135,135,135
4,1327,2,22,–,False,0,NA,NA,NA,NA,NA,NA,NA,NA
4,1327,2,23,men,False,0,NA,NA,NA,NA,NA,NA,NA,NA
4,1327,2,24,når,True,1,a,1,202,202.0,202,202,202,202
4,1327,2,25,vi,False,0,NA,NA,NA,NA,NA,NA,NA,NA
4,1327,2,26,først,True,1,f,0,226,226.0,226,226,226,226
4,1327,2,27,begynder,True,1,g,2,207,207.0,207,207,207,207
4,1327,2,28,at,True,1,a,0,142,142.0,142,142,142,142
4,1327,2,29,sætte,False,0,NA,NA,NA,NA,NA,NA,NA,NA
4,1327,2,30,spørgsmålstegn,True,2,p,1,199,179.0,199,358,159,159
4,1327,2,31,ved,False,0,NA,NA,NA,NA,NA,NA,NA,NA
4,1327,2,32,disse,False,0,NA,NA,NA,NA,NA,NA,NA,NA
4,1327,2,33,"værdier,",True,2,d,3,231,174.0,231,348,117,117
4,1327,2,34,så,False,0,NA,NA,NA,NA,NA,NA,NA,NA
4,1327,2,35,føles,False,0,NA,NA,NA,NA,NA,NA,NA,NA
4,1327,2,36,skabet,True,2,t,5,203,151.5,303,303,303,303
4,1327,2,37,mere,False,0,NA,NA,NA,NA,NA,NA,NA,NA
4,1327,2,38,og,False,0,NA,NA,NA,NA,NA,NA,NA,NA
4,1327,2,39,mere,False,0,NA,NA,NA,NA,NA,NA,NA,NA
4,1327,2,40,"trangt,",False,0,NA,NA,NA,NA,NA,NA,NA,NA
4,1327,2,41,for,False,0,NA,NA,NA,NA,NA,NA,NA,NA
4,1327,2,42,det,False,0,NA,NA,NA,NA,NA,NA,NA,NA
4,1327,2,43,kan,False,0,NA,NA,NA,NA,NA,NA,NA,NA
4,1327,2,44,ikke,False,0,NA,NA,NA,NA,NA,NA,NA,NA
4,1327,2,45,rumme,False,0,NA,NA,NA,NA,NA,NA,NA,NA
4,1327,2,46,vores,False,0,NA,NA,NA,NA,NA,NA,NA,NA
4,1327,2,47,ideer,False,0,NA,NA,NA,NA,NA,NA,NA,NA
4,1327,2,48,og,False,0,NA,NA,NA,NA,NA,NA,NA,NA
4,1327,2,49,følelser,False,0,NA,NA,NA,NA,NA,NA,NA,NA
4,1327,2,50,mere.,True,1,m,0,333,333.0,333,333,333,333
5,1327,3,1,'Jamen,True,3,e,4,138,211.0,138,633,495,495
5,1327,3,2,hvad,True,1,d,3,176,176.0,176,176,176,176
5,1327,3,3,er,True,1,r,1,126,126.0,126,126,126,126
5,1327,3,4,der,True,1,r,2,272,272.0,272,272,272,272
5,1327,3,5,i,False,0,NA,NA,NA,NA,NA,NA,NA,NA
5,1327,3,6,det,True,3,d,0,151,176.66666666666666,317,530,213,213
5,1327,3,7,skab?',True,2,?,4,270,214.0,270,428,158,158
5,1327,3,8,Der,False,0,NA,NA,NA,NA,NA,NA,NA,NA
5,1327,3,9,er,False,0,NA,NA,NA,NA,NA,NA,NA,NA
5,1327,3,10,en,True,1,e,0,148,148.0,148,148,148,148
5,1327,3,11,opfattelse,True,1,e,6,213,213.0,213,213,213,213
5,1327,3,12,af,False,0,NA,NA,NA,NA,NA,NA,NA,NA
5,1327,3,13,at,False,0,NA,NA,NA,NA,NA,NA,NA,NA
5,1327,3,14,kvinder,True,3,n,3,357,249.33333333333334,357,748,154,154
5,1327,3,15,og,False,0,NA,NA,NA,NA,NA,NA,NA,NA
5,1327,3,16,mænd,False,0,NA,NA,NA,NA,NA,NA,NA,NA
5,1327,3,17,skal,True,2,s,0,179,170.0,179,340,161,161
5,1327,3,18,"tænke,",True,1,k,3,247,247.0,247,247,247,247
5,1327,3,19,"føle,",True,1,ø,1,232,232.0,232,232,232,232
5,1327,3,20,klæde,True,1,l,1,103,103.0,103,103,103,103
5,1327,3,21,sig,True,1,s,0,284,284.0,284,284,284,284
5,1327,3,22,og,True,1,g,1,240,240.0,240,240,240,240
5,1327,3,23,handle,True,5,d,3,96,158.6,96,793,423,423
5,1327,3,24,forskelligt,True,4,o,1,90,172.5,90,690,369,369
5,1327,3,25,–,False,0,NA,NA,NA,NA,NA,NA,NA,NA
5,1327,3,26,fordi,True,2,i,4,328,268.5,328,537,209,209
5,1327,3,27,nogle,True,3,g,2,108,162.0,108,486,378,378
5,1327,3,28,er,True,1,e,0,150,150.0,150,150,150,150
5,1327,3,29,kvinder,True,2,r,6,170,200.5,170,401,231,231
5,1327,3,30,og,False,0,NA,NA,NA,NA,NA,NA,NA,NA
5,1327,3,31,andre,True,3,e,4,135,175.33333333333334,135,526,238,238
5,1327,3,32,er,False,0,NA,NA,NA,NA,NA,NA,NA,NA
5,1327,3,33,mænd.,True,1,n,2,640,640.0,640,640,640,640
5,1327,3,34,Kønsroller,True,1,o,5,420,420.0,420,420,420,420
5,1327,3,35,kalder,True,1,d,3,221,221.0,221,221,221,221
5,1327,3,36,vi,True,1,i,1,180,180.0,180,180,180,180
5,1327,3,37,det.,True,1,.,3,186,186.0,186,186,186,186
5,1327,3,38,Men,True,1,e,1,95,95.0,95,95,95,95
5,1327,3,39,det,True,1,e,1,250,250.0,250,250,250,250
5,1327,3,40,rækker,True,2,r,5,100,124.0,100,248,148,148
5,1327,3,41,faktisk,True,1,k,6,198,198.0,198,198,198,198
5,1327,3,42,meget,True,1,t,4,247,247.0,247,247,247,247
5,1327,3,43,længere,True,1,r,5,172,172.0,172,172,172,172
5,1327,3,44,end,False,0,NA,NA,NA,NA,NA,NA,NA,NA
5,1327,3,45,bare,True,1,a,1,242,242.0,242,242,242,242
5,1327,3,46,til,True,2,t,0,249,200.5,401,401,401,401
5,1327,3,47,"roller,",True,2,o,1,329,240.5,329,481,152,152
5,1327,3,48,vi,False,0,NA,NA,NA,NA,NA,NA,NA,NA
5,1327,3,49,spiller,True,3,l,3,306,235.66666666666666,306,707,171,171
5,1327,3,50,–,False,0,NA,NA,NA,NA,NA,NA,NA,NA
5,1327,3,51,rollerne,True,3,n,6,243,293.3333333333333,243,880,481,481
5,1327,3,52,invaderer,True,2,e,5,200,218.5,437,437,437,437
5,1327,3,53,vores,True,1,s,4,189,189.0,189,189,189,189
5,1327,3,54,tanker,True,1,k,3,66,66.0,66,66,66,66
5,1327,3,55,og,False,0,NA,NA,NA,NA,NA,NA,NA,NA
5,1327,3,56,vores,True,2,s,4,160,152.0,160,304,144,144
5,1327,3,57,"følelser,",True,1,e,3,101,101.0,101,101,101,101
5,1327,3,58,så,False,0,NA,NA,NA,NA,NA,NA,NA,NA
5,1327,3,59,vi,False,0,NA,NA,NA,NA,NA,NA,NA,NA
5,1327,3,60,næsten,True,2,n,0,282,263.0,526,526,526,526
5,1327,3,61,ikke,True,1,k,1,253,253.0,253,253,253,253
5,1327,3,62,kan,False,0,NA,NA,NA,NA,NA,NA,NA,NA
5,1327,3,63,tænke,True,1,n,2,221,221.0,221,221,221,221
5,1327,3,64,uden,False,0,NA,NA,NA,NA,NA,NA,NA,NA
5,1327,3,65,for,True,1,r,2,194,194.0,194,194,194,194
5,1327,3,66,"rollen,",True,1,",",6,169,169.0,169,169,169,169
5,1327,3,67,så,False,0,NA,NA,NA,NA,NA,NA,NA,NA
5,1327,3,68,længe,True,1,e,4,260,260.0,260,260,260,260
5,1327,3,69,skabet,True,2,t,5,316,226.5,316,453,137,137
5,1327,3,70,omslutter,True,1,t,5,247,247.0,247,247,247,247
5,1327,3,71,"os,",True,1,s,1,184,184.0,184,184,184,184
5,1327,3,72,og,False,0,NA,NA,NA,NA,NA,NA,NA,NA
5,1327,3,73,i,False,0,NA,NA,NA,NA,NA,NA,NA,NA
5,1327,3,74,hvert,True,1,t,4,333,333.0,333,333,333,333
5,1327,3,75,fald,True,1,a,1,107,107.0,107,107,107,107
5,1327,3,76,først,False,0,NA,NA,NA,NA,NA,NA,NA,NA
5,1327,3,77,og,False,0,NA,NA,NA,NA,NA,NA,NA,NA
5,1327,3,78,fremmest,False,0,NA,NA,NA,NA,NA,NA,NA,NA
5,1327,3,79,føler,True,1,r,4,228,228.0,228,228,228,228
5,1327,3,80,vi,False,0,NA,NA,NA,NA,NA,NA,NA,NA
5,1327,3,81,må,False,0,NA,NA,NA,NA,NA,NA,NA,NA
5,1327,3,82,tage,False,0,NA,NA,NA,NA,NA,NA,NA,NA
5,1327,3,83,hensyn,False,0,NA,NA,NA,NA,NA,NA,NA,NA
5,1327,3,84,til,False,0,NA,NA,NA,NA,NA,NA,NA,NA
5,1327,3,85,"dem,",False,0,NA,NA,NA,NA,NA,NA,NA,NA
5,1327,3,86,der,False,0,NA,NA,NA,NA,NA,NA,NA,NA
5,1327,3,87,er,False,0,NA,NA,NA,NA,NA,NA,NA,NA
5,1327,3,88,i,False,0,NA,NA,NA,NA,NA,NA,NA,NA
5,1327,3,89,skabet...,False,0,NA,NA,NA,NA,NA,NA,NA,NA
5,1327,3,90,Spørgsmål:,False,0,NA,NA,NA,NA,NA,NA,NA,NA
5,1327,3,91,Mener,False,0,NA,NA,NA,NA,NA,NA,NA,NA
5,1327,3,92,taleren,False,0,NA,NA,NA,NA,NA,NA,NA,NA
5,1327,3,93,at,False,0,NA,NA,NA,NA,NA,NA,NA,NA
5,1327,3,94,kønsroller,False,0,NA,NA,NA,NA,NA,NA,NA,NA
5,1327,3,95,både,False,0,NA,NA,NA,NA,NA,NA,NA,NA
5,1327,3,96,påvirker,False,0,NA,NA,NA,NA,NA,NA,NA,NA
5,1327,3,97,hvordan,False,0,NA,NA,NA,NA,NA,NA,NA,NA
5,1327,3,98,vi,False,0,NA,NA,NA,NA,NA,NA,NA,NA
5,1327,3,99,handler,False,0,NA,NA,NA,NA,NA,NA,NA,NA
5,1327,3,100,og,False,0,NA,NA,NA,NA,NA,NA,NA,NA
5,1327,3,101,tænker?,False,0,NA,NA,NA,NA,NA,NA,NA,NA
6,1327,4,1,Når,True,1,N,0,284,284.0,284,284,284,284
6,1327,4,2,vi,True,1,v,0,117,117.0,117,117,117,117
6,1327,4,3,endelig,True,2,e,0,109,174.5,109,349,240,240
6,1327,4,4,bryder,True,2,d,3,223,315.0,223,630,407,407
6,1327,4,5,ud,False,0,NA,NA,NA,NA,NA,NA,NA,NA
6,1327,4,6,af,False,0,NA,NA,NA,NA,NA,NA,NA,NA
6,1327,4,7,skabet,True,2,k,1,112,103.5,112,207,95,95
6,1327,4,8,og,False,0,NA,NA,NA,NA,NA,NA,NA,NA
6,1327,4,9,for,False,0,NA,NA,NA,NA,NA,NA,NA,NA
6,1327,4,10,alvor,True,1,o,3,366,366.0,366,366,366,366
6,1327,4,11,viser,True,1,e,3,315,315.0,315,315,315,315
6,1327,4,12,og,True,1,o,0,198,198.0,198,198,198,198
6,1327,4,13,siger,True,1,s,0,189,189.0,189,189,189,189
6,1327,4,14,"det,",True,3,d,0,357,261.0,357,783,258,258
6,1327,4,15,der,True,1,e,1,135,135.0,135,135,135,135
6,1327,4,16,ikke,True,3,i,0,146,131.33333333333334,146,394,185,185
6,1327,4,17,passer,True,2,p,0,233,217.0,233,434,201,201
6,1327,4,18,i,True,1,i,0,147,147.0,147,147,147,147
6,1327,4,19,det,True,1,d,0,160,160.0,160,160,160,160
6,1327,4,20,normative,True,1,m,3,208,208.0,208,208,208,208
6,1327,4,21,"skab,",True,3,k,1,95,207.66666666666666,95,623,198,198
6,1327,4,22,kan,True,2,k,0,102,162.5,102,325,223,223
6,1327,4,23,vi,True,1,v,0,82,82.0,82,82,82,82
6,1327,4,24,godt,True,2,t,3,169,152.0,304,304,304,304
6,1327,4,25,opleve,True,2,o,0,106,121.5,243,243,243,243
6,1327,4,26,negative,True,3,e,1,85,128.33333333333334,285,385,100,100
6,1327,4,27,reaktioner,True,4,r,0,158,158.5,158,634,163,163
6,1327,4,28,–,False,0,NA,NA,NA,NA,NA,NA,NA,NA
6,1327,4,29,men,False,0,NA,NA,NA,NA,NA,NA,NA,NA
6,1327,4,30,så,False,0,NA,NA,NA,NA,NA,NA,NA,NA
6,1327,4,31,sandelig,False,0,NA,NA,NA,NA,NA,NA,NA,NA
6,1327,4,32,også,False,0,NA,NA,NA,NA,NA,NA,NA,NA
6,1327,4,33,positive,False,0,NA,NA,NA,NA,NA,NA,NA,NA
6,1327,4,34,–,False,0,NA,NA,NA,NA,NA,NA,NA,NA
6,1327,4,35,for,False,0,NA,NA,NA,NA,NA,NA,NA,NA
6,1327,4,36,vi,False,0,NA,NA,NA,NA,NA,NA,NA,NA
6,1327,4,37,er,False,0,NA,NA,NA,NA,NA,NA,NA,NA
6,1327,4,38,jo,False,0,NA,NA,NA,NA,NA,NA,NA,NA
6,1327,4,39,slet,False,0,NA,NA,NA,NA,NA,NA,NA,NA
6,1327,4,40,ikke,False,0,NA,NA,NA,NA,NA,NA,NA,NA
6,1327,4,41,alene!,False,0,NA,NA,NA,NA,NA,NA,NA,NA
7,1327,5,1,Der,True,2,e,1,145,139.5,145,279,134,134
7,1327,5,2,er,True,1,e,0,128,128.0,128,128,128,128
7,1327,5,3,nemlig,True,1,g,5,161,161.0,161,161,161,161
7,1327,5,4,andre,True,1,e,4,168,168.0,168,168,168,168
7,1327,5,5,som,False,0,NA,NA,NA,NA,NA,NA,NA,NA
7,1327,5,6,ligner,True,1,e,4,159,159.0,159,159,159,159
7,1327,5,7,os,False,0,NA,NA,NA,NA,NA,NA,NA,NA
7,1327,5,8,mere,False,0,NA,NA,NA,NA,NA,NA,NA,NA
7,1327,5,9,eller,True,1,e,0,240,240.0,240,240,240,240
7,1327,5,10,"mindre,",True,1,",",6,354,354.0,354,354,354,354
7,1327,5,11,vi,False,0,NA,NA,NA,NA,NA,NA,NA,NA
7,1327,5,12,er,False,0,NA,NA,NA,NA,NA,NA,NA,NA
7,1327,5,13,en,True,1,n,1,205,205.0,205,205,205,205
7,1327,5,14,broget,True,1,o,2,303,303.0,303,303,303,303
7,1327,5,15,og,False,0,NA,NA,NA,NA,NA,NA,NA,NA
7,1327,5,16,mangfoldig,True,1,f,4,337,337.0,337,337,337,337
7,1327,5,17,flok,False,0,NA,NA,NA,NA,NA,NA,NA,NA
7,1327,5,18,i,False,0,NA,NA,NA,NA,NA,NA,NA,NA
7,1327,5,19,alle,True,1,a,0,130,130.0,130,130,130,130
7,1327,5,20,"aldre,",False,0,NA,NA,NA,NA,NA,NA,NA,NA
7,1327,5,21,"hudfarver,",True,2,h,0,122,172.5,345,345,345,345
7,1327,5,22,kulturelle,False,0,NA,NA,NA,NA,NA,NA,NA,NA
7,1327,5,23,"baggrunde,",False,0,NA,NA,NA,NA,NA,NA,NA,NA
7,1327,5,24,med,False,0,NA,NA,NA,NA,NA,NA,NA,NA
7,1327,5,25,og,False,0,NA,NA,NA,NA,NA,NA,NA,NA
7,1327,5,26,uden,False,0,NA,NA,NA,NA,NA,NA,NA,NA
7,1327,5,27,"handicap,",True,1,h,0,151,151.0,151,151,151,151
7,1327,5,28,med,True,1,m,0,119,119.0,119,119,119,119
7,1327,5,29,og,True,1,g,1,276,276.0,276,276,276,276
7,1327,5,30,uden,True,2,u,0,159,128.5,257,257,257,257
7,1327,5,31,"tro,",True,1,o,2,318,318.0,318,318,318,318
7,1327,5,32,af,False,0,NA,NA,NA,NA,NA,NA,NA,NA
7,1327,5,33,forskellig,True,1,r,2,227,227.0,227,227,227,227
7,1327,5,34,politisk,True,1,o,1,302,302.0,302,302,302,302
7,1327,5,35,"overbevisning,",True,3,v,1,85,124.66666666666667,85,374,107,107
7,1327,5,36,og,True,1,g,1,155,155.0,155,155,155,155
7,1327,5,37,–,False,0,NA,NA,NA,NA,NA,NA,NA,NA
