trialId,speechId,paragraphId,wordId,word,word_fixated,number_of_fixations,word_landing_position_char,word_landing_position_index,word_first_fixation_duration,word_mean_fixation_duration,word_first_char_dwell_time,word_total_fix_time,word_gaze_duration,word_go_past_time
1,1327,-1,1,NY,True,1,Y,1,255,255.0,255,255,255,255
1,1327,-1,2,TALE,True,2,L,2,129,211.5,129,423,294,294
1,1327,-1,3,BEGYNDER,True,6,B,0,168,259.6666666666667,285,1558,343,343
1,1327,-1,4,NU,True,2,N,0,325,344.5,325,689,364,364
2,1327,0,1,Hej,True,3,j,2,190,441.6666666666667,1325,1325,1325,1325
2,1327,0,2,alle,True,5,l,1,177,248.0,405,1240,631,631
2,1327,0,3,sammen!,True,5,m,2,275,293.4,653,1467,509,509
3,1327,1,1,Som,True,1,m,2,151,151.0,151,151,151,151
3,1327,1,2,I,True,1,I,0,164,164.0,164,164,164,164
3,1327,1,3,allerede,True,2,e,7,116,140.0,116,280,164,164
3,1327,1,4,"ved,",True,1,",",3,267,267.0,267,267,267,267
3,1327,1,5,vil,True,2,l,2,186,192.5,186,385,199,199
3,1327,1,6,vi,True,1,i,1,298,298.0,298,298,298,298
3,1327,1,7,om,True,1,m,1,135,135.0,135,135,135,135
3,1327,1,8,lidt,True,1,l,0,233,233.0,233,233,233,233
3,1327,1,9,tænde,True,1,æ,1,201,201.0,201,201,201,201
3,1327,1,10,for,False,0,NA,NA,NA,NA,NA,NA,NA,NA
3,1327,1,11,et,True,1,e,0,303,303.0,303,303,303,303
3,1327,1,12,"bål,",True,1,l,2,173,173.0,173,173,173,173
3,1327,1,13,der,True,1,e,1,155,155.0,155,155,155,155
3,1327,1,14,vil,True,1,i,1,158,158.0,158,158,158,158
3,1327,1,15,brænde,True,1,æ,2,224,224.0,224,224,224,224
3,1327,1,16,et,True,1,e,0,254,254.0,254,254,254,254
3,1327,1,17,skab,True,3,s,0,244,217.33333333333334,244,652,227,227
3,1327,1,18,af,True,1,f,1,258,258.0,258,258,258,258
3,1327,1,19,–,False,0,NA,NA,NA,NA,NA,NA,NA,NA
3,1327,1,20,det,True,1,d,0,139,139.0,139,139,139,139
3,1327,1,21,"skab,",True,2,s,0,177,185.0,177,370,193,193
3,1327,1,22,vi,True,1,i,1,143,143.0,143,143,143,143
3,1327,1,23,har,False,0,NA,NA,NA,NA,NA,NA,NA,NA
3,1327,1,24,følt,True,1,f,0,70,70.0,70,70,70,70
3,1327,1,25,os,True,2,o,0,202,322.0,644,644,644,644
3,1327,1,26,begrænset,True,3,æ,4,148,244.0,148,732,304,304
3,1327,1,27,"af,",True,1,a,0,124,124.0,124,124,124,124
3,1327,1,28,indelukket,True,2,l,4,183,204.5,183,409,226,226
3,1327,1,29,"i,",True,1,i,0,411,411.0,411,411,411,411
3,1327,1,30,og,True,1,g,1,227,227.0,227,227,227,227
3,1327,1,31,som,True,1,s,0,231,231.0,231,231,231,231
3,1327,1,32,de,True,1,d,0,172,172.0,172,172,172,172
3,1327,1,33,fleste,True,2,f,0,212,197.0,212,394,182,182
3,1327,1,34,af,False,0,NA,NA,NA,NA,NA,NA,NA,NA
3,1327,1,35,os,True,1,o,0,538,538.0,538,538,538,538
3,1327,1,36,er,True,2,e,0,187,253.5,187,507,320,320
3,1327,1,37,brudt,False,0,NA,NA,NA,NA,NA,NA,NA,NA
3,1327,1,38,ud,True,1,u,0,248,248.0,248,248,248,248
3,1327,1,39,af,True,1,a,0,142,142.0,142,142,142,142
3,1327,1,40,for,True,2,f,0,196,282.5,565,565,565,565
3,1327,1,41,at,True,2,t,1,232,202.0,232,404,172,172
3,1327,1,42,kunne,True,1,n,3,165,165.0,165,165,165,165
3,1327,1,43,blive,True,1,b,0,323,323.0,323,323,323,323
3,1327,1,44,lykkeligere.,True,2,i,6,139,231.0,139,462,323,323
4,1327,2,1,'Men,True,2,n,3,207,178.0,207,356,149,149
4,1327,2,2,skabe,True,3,e,4,169,192.33333333333334,332,577,332,332
4,1327,2,3,er,False,0,NA,NA,NA,NA,NA,NA,NA,NA
4,1327,2,4,da,True,1,a,1,252,252.0,252,252,252,252
4,1327,2,5,ganske,True,1,n,2,164,164.0,164,164,164,164
4,1327,2,6,praktiske,True,1,k,3,290,290.0,290,290,290,290
4,1327,2,7,til,True,1,l,2,211,211.0,211,211,211,211
4,1327,2,8,opbevaring,True,1,v,4,219,219.0,219,219,219,219
4,1327,2,9,af,True,1,f,1,135,135.0,135,135,135,135
4,1327,2,10,mangt,True,2,m,0,188,217.0,188,434,246,246
4,1327,2,11,og,True,2,o,0,251,264.5,251,529,278,278
4,1327,2,12,"meget,",True,1,m,0,388,388.0,388,388,388,388
4,1327,2,13,ikke,True,2,k,2,174,162.5,174,325,151,151
4,1327,2,14,sandt?',True,1,n,2,154,154.0,154,154,154,154
4,1327,2,15,"Jo,",True,1,o,1,248,248.0,248,248,248,248
4,1327,2,16,opbevaring,True,4,e,3,209,236.0,416,944,214,214
4,1327,2,17,af,False,0,NA,NA,NA,NA,NA,NA,NA,NA
4,1327,2,18,"værdier,",True,3,d,3,351,240.0,351,720,192,192
4,1327,2,19,det,True,1,t,2,218,218.0,218,218,218,218
4,1327,2,20,er,False,0,NA,NA,NA,NA,NA,NA,NA,NA
4,1327,2,21,rigtigt,True,2,i,1,104,145.0,104,290,186,186
4,1327,2,22,–,False,0,NA,NA,NA,NA,NA,NA,NA,NA
4,1327,2,23,men,True,1,n,2,172,320.0,320,320,320,320
4,1327,2,24,når,False,0,NA,NA,NA,NA,NA,NA,NA,NA
4,1327,2,25,vi,True,1,i,1,269,269.0,269,269,269,269
4,1327,2,26,først,True,2,t,4,307,234.0,307,468,161,161
4,1327,2,27,begynder,True,1,g,2,182,182.0,182,182,182,182
4,1327,2,28,at,True,1,t,1,151,151.0,151,151,151,151
4,1327,2,29,sætte,True,1,s,0,161,161.0,161,161,161,161
4,1327,2,30,spørgsmålstegn,True,2,g,4,201,238.0,201,476,275,275
4,1327,2,31,ved,True,2,d,2,193,158.0,193,316,123,123
4,1327,2,32,disse,False,0,NA,NA,NA,NA,NA,NA,NA,NA
4,1327,2,33,"værdier,",True,2,v,0,337,227.0,337,454,117,117
4,1327,2,34,så,False,0,NA,NA,NA,NA,NA,NA,NA,NA
4,1327,2,35,føles,True,2,e,3,184,197.5,184,395,211,211
4,1327,2,36,skabet,True,1,b,3,225,225.0,225,225,225,225
