"RECORDING_SESSION_LABEL"	"TRIAL_INDEX"	"CURRENT_FIX_DURATION"	"CURRENT_FIX_INDEX"	"CURRENT_FIX_INTEREST_AREAS"	"CURRENT_FIX_INTEREST_AREA_DATA"	"CURRENT_FIX_INTEREST_AREA_DWELL_TIME"	"CURRENT_FIX_INTEREST_AREA_FIX_COUNT"	"CURRENT_FIX_INTEREST_AREA_ID"	"CURRENT_FIX_INTEREST_AREA_INDEX"	"CURRENT_FIX_INTEREST_AREA_LABEL"	"CURRENT_FIX_INTEREST_AREA_RUN_ID"	"CURRENT_FIX_LABEL"	"CURRENT_FIX_NEAREST_INTEREST_AREA"	"CURRENT_FIX_NEAREST_INTEREST_AREA_LABEL"	"CURRENT_FIX_NEAREST_INTEREST_AREA_DISTANCE"	"CURRENT_FIX_REFIX_INTEREST_AREA"	"CURRENT_FIX_REFIX_PREV_INTEREST_AREA"	"CURRENT_FIX_RUN_INDEX"	"CURRENT_FIX_RUN_SIZE"	"EYE_USED"	"NEXT_FIX_INTEREST_AREAS"	"NEXT_FIX_INTEREST_AREA_DATA"	"NEXT_FIX_INTEREST_AREA_ID"	"NEXT_FIX_INTEREST_AREA_LABEL"	"NEXT_FIX_INTEREST_AREA_RUN_ID"	"NEXT_FIX_INTEREST_AREA_INDEX"	"NEXT_SAC_DIRECTION"	"NEXT_SAC_END_INTEREST_AREAS"	"NEXT_SAC_END_INTEREST_AREA_ID"	"NEXT_SAC_END_INTEREST_AREA_LABEL"	"NEXT_SAC_END_INTEREST_AREA_INDEX"	"NEXT_SAC_DURATION"	"NEXT_SAC_PEAK_VELOCITY"	"NEXT_SAC_AMPLITUDE"	"PREVIOUS_FIX_INTEREST_AREA_ID"	"TRIAL_FIXATION_TOTAL"	"Session_Name_"	"Trial_Index_"	"paragraphid"	"speechid"
"P06"	1	241	1	[ ]	.	.	.	.	.	.	.	Fixation: 7 ms	16	"U"	11,92	.	.	.	.	"RIGHT"	[ 10]	[STATIC, RECTANGLE, 365.0, 138.0, 380.0, 176.0]	10	"Y"	1	10	LEFT	[ 9]	9	G	9	58	423,75	14,42	.	48	P06	1	-1	1327
"P06"	1	109	2	[ 10]	[STATIC, RECTANGLE, 365.0, 138.0, 380.0, 176.0]	109	1	10	10	"Y"	1	Fixation: 306 ms	10	"Y"	0,08	0	0	1	1	"RIGHT"	[ ]	.	.	.	.	.	LEFT	[ ]	.	.	.	20	96,10	1,31	.	48	P06	1	-1	1327
"P06"	1	152	3	[ ]	.	.	.	.	.	.	.	Fixation: 435 ms	7	"B"	0,50	.	.	.	.	"RIGHT"	[ ]	.	.	.	.	.	RIGHT	[ ]	.	.	.	23	167,65	2,31	10	48	P06	1	-1	1327
"P06"	1	441	4	[ ]	.	.	.	.	.	.	.	Fixation: 610 ms	13	"E"	0,78	.	.	.	.	"RIGHT"	[ ]	.	.	.	.	.	LEFT	[ ]	.	.	.	28	179,29	3,02	.	48	P06	1	-1	1327
"P06"	1	167	5	[ ]	.	.	.	.	.	.	.	Fixation: 1079 ms	5	"L"	0,79	.	.	.	.	"RIGHT"	[ ]	.	.	.	.	.	RIGHT	[ ]	.	.	.	27	224,24	3,41	.	48	P06	1	-1	1327
"P06"	1	444	6	[ ]	.	.	.	.	.	.	.	Fixation: 1273 ms	14	"R"	0,72	.	.	.	.	"RIGHT"	[ ]	.	.	.	.	.	LEFT	[ ]	.	.	.	23	127,21	1,85	.	48	P06	1	-1	1327
"P06"	1	525	7	[ ]	.	.	.	.	.	.	.	Fixation: 1740 ms	9	"G"	0,58	.	.	.	.	"RIGHT"	[ ]	.	.	.	.	.	LEFT	[ ]	.	.	.	24	142,82	2,08	.	48	P06	1	-1	1327
"P06"	1	295	8	[ ]	.	.	.	.	.	.	.	Fixation: 2289 ms	4	"A"	0,58	.	.	.	.	"RIGHT"	[ ]	.	.	.	.	.	RIGHT	[ ]	.	.	.	27	191,17	2,81	.	48	P06	1	-1	1327
"P06"	1	353	9	[ ]	.	.	.	.	.	.	.	Fixation: 2611 ms	12	"D"	0,61	.	.	.	.	"RIGHT"	[ ]	.	.	.	.	.	RIGHT	[ ]	.	.	.	55	317,36	6,88	.	48	P06	1	-1	1327
"P06"	1	233	10	[ ]	.	.	.	.	.	.	.	Fixation: 3019 ms	16	"U"	5,43	.	.	.	.	"RIGHT"	[ ]	.	.	.	.	.	LEFT	[ ]	.	.	.	45	304,19	7,25	.	48	P06	1	-1	1327
"P06"	1	138	11	[ ]	.	.	.	.	.	.	.	Fixation: 3297 ms	11	"N"	0,40	.	.	.	.	"RIGHT"	[ ]	.	.	.	.	.	LEFT	[ 8]	8	E	8	144	453,82	0,80	.	48	P06	1	-1	1327
"P06"	1	369	12	[ ]	.	.	.	.	.	.	.	Fixation: 3579 ms	8	"E"	0,48	.	.	.	.	"RIGHT"	[ ]	.	.	.	.	.	RIGHT	[ ]	.	.	.	22	118,32	1,54	.	48	P06	1	-1	1327
"P06"	1	1060	13	[ ]	.	.	.	.	.	.	.	Fixation: 3970 ms	12	"D"	0,65	.	.	.	.	"RIGHT"	[ ]	.	.	.	.	.	DOWN	[ ]	.	.	.	92	422,26	20,15	.	48	P06	1	-1	1327
"P06"	1	204	14	[ ]	.	.	.	.	.	.	.	Fixation: 5122 ms	16	"U"	18,69	.	.	.	.	"RIGHT"	[ ]	.	.	.	.	.	UP	[ ]	.	.	.	50	304,74	7,50	.	48	P06	1	-1	1327
"P06"	1	610	15	[ ]	.	.	.	.	.	.	.	Fixation: 5376 ms	16	"U"	11,65	.	.	.	.	"RIGHT"	[ ]	.	.	.	.	.	LEFT	[ ]	.	.	.	57	345,50	13,18	.	48	P06	1	-1	1327
"P06"	1	102	16	[ ]	.	.	.	.	.	.	.	Fixation: 6043 ms	7	"B"	1,18	.	.	.	.	"RIGHT"	[ 5]	[STATIC, RECTANGLE, 275.0, 138.0, 290.0, 176.0]	5	"L"	1	5	UP	[ 5]	5	L	5	16	81,61	1,14	.	48	P06	1	-1	1327
"P06"	1	231	17	[ 5]	[STATIC, RECTANGLE, 275.0, 138.0, 290.0, 176.0]	480	2	5	5	"L"	1	Fixation: 6161 ms	5	"L"	0,10	0	1	1	1	"RIGHT"	[ 13]	[STATIC, RECTANGLE, 410.0, 138.0, 425.0, 176.0]	13	"E"	1	13	RIGHT	[ 12]	12	D	12	34	207,77	2,36	.	48	P06	1	-1	1327
"P06"	1	552	18	[ 13]	[STATIC, RECTANGLE, 410.0, 138.0, 425.0, 176.0]	942	3	13	13	"E"	1	Fixation: 6426 ms	13	"E"	0,12	0	0	1	1	"RIGHT"	[ 7]	[STATIC, RECTANGLE, 312.0, 138.0, 335.0, 176.0]	7	"B"	1	7	LEFT	[ 7]	7	B	7	25	144,39	2,08	5	48	P06	1	-1	1327
"P06"	1	600	19	[ 7]	[STATIC, RECTANGLE, 312.0, 138.0, 335.0, 176.0]	600	1	7	7	"B"	1	Fixation: 7003 ms	7	"B"	0,12	0	1	1	1	"RIGHT"	[ 9]	[STATIC, RECTANGLE, 350.0, 138.0, 365.0, 176.0]	9	"G"	1	9	RIGHT	[ 9]	9	G	9	11	52,15	0,61	13	48	P06	1	-1	1327
"P06"	1	260	20	[ 9]	[STATIC, RECTANGLE, 350.0, 138.0, 365.0, 176.0]	662	3	9	9	"G"	1	Fixation: 7614 ms	9	"G"	0,20	0	1	1	1	"RIGHT"	[ 3]	[STATIC, RECTANGLE, 237.0, 138.0, 260.0, 176.0]	3	"T"	1	3	LEFT	[ 3]	3	T	3	24	156,04	2,34	7	48	P06	1	-1	1327
"P06"	1	272	21	[ 3]	[STATIC, RECTANGLE, 237.0, 138.0, 260.0, 176.0]	953	2	3	3	"T"	1	Fixation: 7898 ms	3	"T"	0,24	0	1	1	1	"RIGHT"	[ ]	.	.	.	.	.	DOWN	[ ]	.	.	.	216	575,63	24,31	9	48	P06	1	-1	1327
"P06"	1	584	22	[ ]	.	.	.	.	.	.	.	Fixation: 8386 ms	16	"U"	21,89	.	.	.	.	"RIGHT"	[ ]	.	.	.	.	.	UP	[ ]	.	.	.	63	293,91	9,41	3	48	P06	1	-1	1327
"P06"	1	96	23	[ ]	.	.	.	.	.	.	.	Fixation: 9033 ms	16	"U"	15,42	.	.	.	.	"RIGHT"	[ ]	.	.	.	.	.	UP	[ ]	.	.	.	24	148,44	2,46	.	48	P06	1	-1	1327
"P06"	1	256	24	[ ]	.	.	.	.	.	.	.	Fixation: 9153 ms	16	"U"	13,66	.	.	.	.	"RIGHT"	[ ]	.	.	.	.	.	LEFT	[ ]	.	.	.	64	423,42	16,39	.	48	P06	1	-1	1327
"P06"	1	274	25	[ ]	.	.	.	.	.	.	.	Fixation: 9473 ms	10	"Y"	0,82	.	.	.	.	"RIGHT"	[ ]	.	.	.	.	.	LEFT	[ ]	.	.	.	24	157,01	2,30	.	48	P06	1	-1	1327
"P06"	1	530	26	[ ]	.	.	.	.	.	.	.	Fixation: 9771 ms	3	"T"	0,74	.	.	.	.	"RIGHT"	[ ]	.	.	.	.	.	RIGHT	[ ]	.	.	.	24	167,59	2,49	.	48	P06	1	-1	1327
"P06"	1	553	27	[ ]	.	.	.	.	.	.	.	Fixation: 10325 ms	10	"Y"	0,53	.	.	.	.	"RIGHT"	[ ]	.	.	.	.	.	LEFT	[ ]	.	.	.	24	164,14	2,42	.	48	P06	1	-1	1327
