"RECORDING_SESSION_LABEL"	"TRIAL_INDEX"	"CURRENT_FIX_DURATION"	"CURRENT_FIX_INDEX"	"CURRENT_FIX_INTEREST_AREAS"	"CURRENT_FIX_INTEREST_AREA_DATA"	"CURRENT_FIX_INTEREST_AREA_DWELL_TIME"	"CURRENT_FIX_INTEREST_AREA_FIX_COUNT"	"CURRENT_FIX_INTEREST_AREA_ID"	"CURRENT_FIX_INTEREST_AREA_INDEX"	"CURRENT_FIX_INTEREST_AREA_LABEL"	"CURRENT_FIX_INTEREST_AREA_RUN_ID"	"CURRENT_FIX_LABEL"	"CURRENT_FIX_NEAREST_INTEREST_AREA"	"CURRENT_FIX_NEAREST_INTEREST_AREA_LABEL"	"CURRENT_FIX_NEAREST_INTEREST_AREA_DISTANCE"	"CURRENT_FIX_REFIX_INTEREST_AREA"	"CURRENT_FIX_REFIX_PREV_INTEREST_AREA"	"CURRENT_FIX_RUN_INDEX"	"CURRENT_FIX_RUN_SIZE"	"EYE_USED"	"NEXT_FIX_INTEREST_AREAS"	"NEXT_FIX_INTEREST_AREA_DATA"	"NEXT_FIX_INTEREST_AREA_ID"	"NEXT_FIX_INTEREST_AREA_LABEL"	"NEXT_FIX_INTEREST_AREA_RUN_ID"	"NEXT_FIX_INTEREST_AREA_INDEX"	"NEXT_SAC_DIRECTION"	"NEXT_SAC_END_INTEREST_AREAS"	"NEXT_SAC_END_INTEREST_AREA_ID"	"NEXT_SAC_END_INTEREST_AREA_LABEL"	"NEXT_SAC_END_INTEREST_AREA_INDEX"	"NEXT_SAC_DURATION"	"NEXT_SAC_PEAK_VELOCITY"	"NEXT_SAC_AMPLITUDE"	"PREVIOUS_FIX_INTEREST_AREA_ID"	"TRIAL_FIXATION_TOTAL"	"Session_Name_"	"Trial_Index_"	"paragraphid"	"speechid"
"P24"	1	258	1	[ ]	.	.	.	.	.	.	.	Fixation: 7 ms	16	"U"	13,36	.	.	.	.	"RIGHT"	[ ]	.	.	.	.	.	LEFT	[ ]	.	.	.	57	578,31	12,52	.	19	P23	1	-1	1327
"P24"	1	189	2	[ ]	.	.	.	.	.	.	.	Fixation: 322 ms	16	"U"	0,79	.	.	.	.	"RIGHT"	[ 15]	[STATIC, RECTANGLE, 447.0, 138.0, 470.0, 176.0]	15	"N"	1	15	LEFT	[ ]	.	.	.	33	149,04	1,07	.	19	P23	1	-1	1327
"P24"	1	135	3	[ 15]	[STATIC, RECTANGLE, 447.0, 138.0, 470.0, 176.0]	135	1	15	15	"N"	1	Fixation: 544 ms	15	"N"	0,38	0	0	1	1	"RIGHT"	[ ]	.	.	.	.	.	LEFT	[ ]	.	.	.	36	179,07	1,35	.	19	P23	1	-1	1327
"P24"	1	188	4	[ ]	.	.	.	.	.	.	.	Fixation: 715 ms	11	"N"	0,40	.	.	.	.	"RIGHT"	[ ]	.	.	.	.	.	LEFT	[ 10]	10	Y	10	27	86,24	0,60	15	19	P23	1	-1	1327
"P24"	1	187	5	[ ]	.	.	.	.	.	.	.	Fixation: 930 ms	9	"G"	0,49	.	.	.	.	"RIGHT"	[ ]	.	.	.	.	.	RIGHT	[ ]	.	.	.	31	149,28	1,59	.	19	P23	1	-1	1327
"P24"	1	123	6	[ ]	.	.	.	.	.	.	.	Fixation: 1148 ms	14	"R"	0,58	.	.	.	.	"RIGHT"	[ ]	.	.	.	.	.	RIGHT	[ ]	.	.	.	44	191,63	1,97	.	19	P23	1	-1	1327
"P24"	1	152	7	[ ]	.	.	.	.	.	.	.	Fixation: 1315 ms	16	"U"	0,78	.	.	.	.	"RIGHT"	[ 16]	[STATIC, RECTANGLE, 470.0, 138.0, 495.0, 176.0]	16	"U"	1	16	LEFT	[ 16]	16	U	16	32	107,60	0,72	.	19	P23	1	-1	1327
"P24"	1	263	8	[ 16]	[STATIC, RECTANGLE, 470.0, 138.0, 495.0, 176.0]	541	2	16	16	"U"	1	Fixation: 1499 ms	16	"U"	0,06	0	0	1	1	"RIGHT"	[ ]	.	.	.	.	.	RIGHT	[ ]	.	.	.	33	167,89	1,40	.	19	P23	1	-1	1327
"P24"	1	164	9	[ ]	.	.	.	.	.	.	.	Fixation: 1795 ms	16	"U"	1,53	.	.	.	.	"RIGHT"	[ 13]	[STATIC, RECTANGLE, 410.0, 138.0, 425.0, 176.0]	13	"E"	1	13	LEFT	[ 13]	13	E	13	44	299,44	2,80	16	19	P23	1	-1	1327
"P24"	1	231	10	[ 13]	[STATIC, RECTANGLE, 410.0, 138.0, 425.0, 176.0]	231	1	13	13	"E"	1	Fixation: 2003 ms	13	"E"	0,12	0	1	1	1	"RIGHT"	[ 10]	[STATIC, RECTANGLE, 365.0, 138.0, 380.0, 176.0]	10	"Y"	1	10	LEFT	[ 11]	11	N	11	30	89,27	0,58	.	19	P23	1	-1	1327
