"RECORDING_SESSION_LABEL"	"TRIAL_INDEX"	"CURRENT_FIX_DURATION"	"CURRENT_FIX_INDEX"	"CURRENT_FIX_INTEREST_AREAS"	"CURRENT_FIX_INTEREST_AREA_DATA"	"CURRENT_FIX_INTEREST_AREA_DWELL_TIME"	"CURRENT_FIX_INTEREST_AREA_FIX_COUNT"	"CURRENT_FIX_INTEREST_AREA_ID"	"CURRENT_FIX_INTEREST_AREA_INDEX"	"CURRENT_FIX_INTEREST_AREA_LABEL"	"CURRENT_FIX_INTEREST_AREA_RUN_ID"	"CURRENT_FIX_LABEL"	"CURRENT_FIX_NEAREST_INTEREST_AREA"	"CURRENT_FIX_NEAREST_INTEREST_AREA_LABEL"	"CURRENT_FIX_NEAREST_INTEREST_AREA_DISTANCE"	"CURRENT_FIX_REFIX_INTEREST_AREA"	"CURRENT_FIX_REFIX_PREV_INTEREST_AREA"	"CURRENT_FIX_RUN_INDEX"	"CURRENT_FIX_RUN_SIZE"	"EYE_USED"	"NEXT_FIX_INTEREST_AREAS"	"NEXT_FIX_INTEREST_AREA_DATA"	"NEXT_FIX_INTEREST_AREA_ID"	"NEXT_FIX_INTEREST_AREA_LABEL"	"NEXT_FIX_INTEREST_AREA_RUN_ID"	"NEXT_FIX_INTEREST_AREA_INDEX"	"NEXT_SAC_DIRECTION"	"NEXT_SAC_END_INTEREST_AREAS"	"NEXT_SAC_END_INTEREST_AREA_ID"	"NEXT_SAC_END_INTEREST_AREA_LABEL"	"NEXT_SAC_END_INTEREST_AREA_INDEX"	"NEXT_SAC_DURATION"	"NEXT_SAC_PEAK_VELOCITY"	"NEXT_SAC_AMPLITUDE"	"PREVIOUS_FIX_INTEREST_AREA_ID"	"TRIAL_FIXATION_TOTAL"	"Session_Name_"	"Trial_Index_"	"paragraphid"	"speechid"
"P13"	1	578	1	[ ]	.	.	.	.	.	.	.	Fixation: 7 ms	16	"U"	12,61	.	.	.	.	"RIGHT"	[ ]	.	.	.	.	.	LEFT	[ ]	.	.	.	48	244,38	7,25	.	7	P13	1	-1	1327
"P13"	1	148	2	[ ]	.	.	.	.	.	.	.	Fixation: 633 ms	16	"U"	5,66	.	.	.	.	"RIGHT"	[ 8]	[STATIC, RECTANGLE, 335.0, 138.0, 350.0, 176.0]	8	"E"	1	8	LEFT	[ 8]	8	E	8	50	262,35	7,82	.	7	P13	1	-1	1327
"P13"	1	175	3	[ 8]	[STATIC, RECTANGLE, 335.0, 138.0, 350.0, 176.0]	636	2	8	8	"E"	1	Fixation: 831 ms	8	"E"	0,31	0	0	1	1	"RIGHT"	[ 4]	[STATIC, RECTANGLE, 260.0, 138.0, 275.0, 176.0]	4	"A"	1	4	LEFT	[ 5]	5	L	5	17	73,16	1,21	.	7	P13	1	-1	1327
"P13"	1	422	4	[ 4]	[STATIC, RECTANGLE, 260.0, 138.0, 275.0, 176.0]	422	1	4	4	"A"	1	Fixation: 1023 ms	4	"A"	0,26	0	1	1	1	"RIGHT"	[ 8]	[STATIC, RECTANGLE, 335.0, 138.0, 350.0, 176.0]	8	"E"	2	8	RIGHT	[ 8]	8	E	8	18	106,19	1,33	8	7	P13	1	-1	1327
"P13"	1	461	5	[ 8]	[STATIC, RECTANGLE, 335.0, 138.0, 350.0, 176.0]	636	2	8	8	"E"	2	Fixation: 1463 ms	8	"E"	0,20	3	0	1	1	"RIGHT"	[ 9]	[STATIC, RECTANGLE, 350.0, 138.0, 365.0, 176.0]	9	"G"	1	9	.	[ ]	.	.	.	92	250,92	0,38	4	7	P13	1	-1	1327
"P13"	1	1402	6	[ 9]	[STATIC, RECTANGLE, 350.0, 138.0, 365.0, 176.0]	1402	1	9	9	"G"	1	Fixation: 2016 ms	9	"G"	0,15	0	0	1	1	"RIGHT"	[ 6]	[STATIC, RECTANGLE, 290.0, 138.0, 312.0, 176.0]	6	"E"	1	6	LEFT	[ 5]	5	L	5	20	119,05	1,58	8	7	P13	1	-1	1327
"P13"	1	740	7	[ 6]	[STATIC, RECTANGLE, 290.0, 138.0, 312.0, 176.0]	740	1	6	6	"E"	1	Fixation: 3438 ms	6	"E"	0,22	0	1	1	1	"RIGHT"	.	.	.	.	.	.	.	.	.	.	.	.	.	.	9	7	P13	1	-1	1327
"P13"	2	454	1	[ ]	.	.	.	.	.	.	.	Fixation: 7 ms	14	"!"	13,36	.	.	.	.	"RIGHT"	[ ]	.	.	.	.	.	RIGHT	[ ]	.	.	.	21	65,65	0,62	.	6	P13	2	0	1327
"P13"	2	91	2	[ ]	.	.	.	.	.	.	.	Fixation: 482 ms	14	"!"	13,25	.	.	.	.	"RIGHT"	[ ]	.	.	.	.	.	LEFT	[ ]	.	.	.	69	461,14	16,11	.	6	P13	2	0	1327
"P13"	2	159	3	[ ]	.	.	.	.	.	.	.	Fixation: 642 ms	7	"e"	1,20	.	.	.	.	"RIGHT"	[ ]	.	.	.	.	.	.	[ ]	.	.	.	8	41,99	0,38	.	6	P13	2	0	1327
"P13"	2	278	4	[ ]	.	.	.	.	.	.	.	Fixation: 809 ms	7	"e"	0,75	.	.	.	.	"RIGHT"	[ ]	.	.	.	.	.	RIGHT	[ ]	.	.	.	20	110,14	1,38	.	6	P13	2	0	1327
"P13"	2	433	5	[ ]	.	.	.	.	.	.	.	Fixation: 1107 ms	10	"m"	1,11	.	.	.	.	"RIGHT"	[ ]	.	.	.	.	.	LEFT	[ ]	.	.	.	20	85,40	1,36	.	6	P13	2	0	1327
"P13"	2	218	6	[ ]	.	.	.	.	.	.	.	Fixation: 1560 ms	7	"e"	0,80	.	.	.	.	"RIGHT"	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	6	P13	2	0	1327
"P13"	3	264	1	[ ]	.	.	.	.	.	.	.	Fixation: 7 ms	117	"s"	6,03	.	.	.	.	"RIGHT"	[ 93]	[STATIC, RECTANGLE, 485.0, 204.0, 500.0, 297.0]	93	"f"	1	93	LEFT	[ 94]	94	,	94	84	362,65	11,30	.	34	P13	3	1	1327
"P13"	3	53	2	[ 93]	[STATIC, RECTANGLE, 485.0, 204.0, 500.0, 297.0]	53	1	93	93	"f"	1	Fixation: 355 ms	93	"f"	0,45	0	0	1	1	"RIGHT"	[ 8]	[STATIC, RECTANGLE, 335.0, 135.0, 350.0, 204.0]	8	"e"	1	8	LEFT	[ 7]	7	l	7	38	64,32	3,47	.	34	P13	3	1	1327
"P13"	3	42	3	[ 8]	[STATIC, RECTANGLE, 335.0, 135.0, 350.0, 204.0]	140	3	8	8	"e"	1	Fixation: 446 ms	8	"e"	0,10	0	1	1	3	"RIGHT"	[ 8]	[STATIC, RECTANGLE, 335.0, 135.0, 350.0, 204.0]	8	"e"	1	8	LEFT	[ 7]	7	l	7	63	0,00	3,43	93	34	P13	3	1	1327
"P13"	3	21	4	[ 8]	[STATIC, RECTANGLE, 335.0, 135.0, 350.0, 204.0]	140	3	8	8	"e"	1	Fixation: 551 ms	8	"e"	0,13	0	1	2	3	"RIGHT"	[ 8]	[STATIC, RECTANGLE, 335.0, 135.0, 350.0, 204.0]	8	"e"	1	8	.	[ 9]	9	r	9	125	0,00	0,21	8	34	P13	3	1	1327
"P13"	3	77	5	[ 8]	[STATIC, RECTANGLE, 335.0, 135.0, 350.0, 204.0]	140	3	8	8	"e"	1	Fixation: 697 ms	8	"e"	0,24	0	1	3	3	"RIGHT"	[ ]	.	.	.	.	.	RIGHT	[ ]	.	.	.	36	193,62	4,03	8	34	P13	3	1	1327
"P13"	3	116	6	[ ]	.	.	.	.	.	.	.	Fixation: 810 ms	19	"l"	0,86	.	.	.	.	"RIGHT"	[ 24]	[STATIC, RECTANGLE, 642.0, 135.0, 665.0, 204.0]	24	"l"	1	24	RIGHT	[ 24]	24	l	24	25	180,48	2,60	8	34	P13	3	1	1327
"P13"	3	338	7	[ 24]	[STATIC, RECTANGLE, 642.0, 135.0, 665.0, 204.0]	338	1	24	24	"l"	1	Fixation: 951 ms	24	"l"	0,69	0	1	1	1	"RIGHT"	[ ]	.	.	.	.	.	LEFT	[ ]	.	.	.	34	116,79	2,29	.	34	P13	3	1	1327
"P13"	3	268	8	[ ]	.	.	.	.	.	.	.	Fixation: 1323 ms	19	"l"	1,02	.	.	.	.	"RIGHT"	[ ]	.	.	.	.	.	RIGHT	[ ]	.	.	.	22	141,18	1,62	24	34	P13	3	1	1327
"P13"	3	174	9	[ ]	.	.	.	.	.	.	.	Fixation: 1613 ms	23	"m"	0,82	.	.	.	.	"RIGHT"	[ 27]	[STATIC, RECTANGLE, 695.0, 135.0, 717.0, 204.0]	27	"t"	1	27	RIGHT	[ 27]	27	t	27	19	128,66	1,58	.	34	P13	3	1	1327
"P13"	3	140	10	[ 27]	[STATIC, RECTANGLE, 695.0, 135.0, 717.0, 204.0]	140	1	27	27	"t"	1	Fixation: 1806 ms	27	"t"	0,50	0	1	1	1	"RIGHT"	[ 34]	[STATIC, RECTANGLE, 830.0, 135.0, 845.0, 204.0]	34	"o"	1	34	RIGHT	[ 33]	33	f	33	30	147,82	2,83	.	34	P13	3	1	1327
"P13"	3	169	11	[ 34]	[STATIC, RECTANGLE, 830.0, 135.0, 845.0, 204.0]	169	1	34	34	"o"	1	Fixation: 1976 ms	34	"o"	0,22	0	1	1	1	"RIGHT"	[ 38]	[STATIC, RECTANGLE, 912.0, 135.0, 935.0, 204.0]	38	"b"	1	38	RIGHT	[ 38]	38	b	38	23	144,99	1,97	27	34	P13	3	1	1327
"P13"	3	174	12	[ 38]	[STATIC, RECTANGLE, 912.0, 135.0, 935.0, 204.0]	174	1	38	38	"b"	1	Fixation: 2168 ms	38	"b"	0,29	0	1	1	1	"RIGHT"	[ 50]	[STATIC, RECTANGLE, 1130.0, 135.0, 1145.0, 204.0]	50	"r"	1	50	RIGHT	[ 51]	51	æ	51	32	307,49	4,81	34	34	P13	3	1	1327
"P13"	3	199	13	[ 50]	[STATIC, RECTANGLE, 1130.0, 135.0, 1145.0, 204.0]	199	1	50	50	"r"	1	Fixation: 2374 ms	50	"r"	0,46	0	1	1	1	"RIGHT"	[ 58]	[STATIC, RECTANGLE, 1280.0, 135.0, 1295.0, 204.0]	58	"k"	1	58	RIGHT	[ 58]	58	k	58	38	141,58	3,15	38	34	P13	3	1	1327
"P13"	3	178	14	[ 58]	[STATIC, RECTANGLE, 1280.0, 135.0, 1295.0, 204.0]	178	1	58	58	"k"	1	Fixation: 2611 ms	58	"k"	0,26	0	1	1	1	"RIGHT"	[ 61]	[STATIC, RECTANGLE, 1332.0, 135.0, 1355.0, 204.0]	61	"a"	1	61	RIGHT	[ 60]	60	b	60	17	83,98	1,04	50	34	P13	3	1	1327
"P13"	3	599	15	[ 61]	[STATIC, RECTANGLE, 1332.0, 135.0, 1355.0, 204.0]	599	1	61	61	"a"	1	Fixation: 2806 ms	61	"a"	0,37	0	1	1	1	"RIGHT"	[ 55]	[STATIC, RECTANGLE, 1212.0, 135.0, 1235.0, 204.0]	55	"e"	1	55	LEFT	[ 54]	54	e	54	29	167,03	2,83	58	34	P13	3	1	1327
"P13"	3	295	16	[ 55]	[STATIC, RECTANGLE, 1212.0, 135.0, 1235.0, 204.0]	295	1	55	55	"e"	1	Fixation: 3434 ms	55	"e"	0,21	0	1	1	1	"RIGHT"	[ ]	.	.	.	.	.	RIGHT	[ ]	.	.	.	41	240,20	5,79	61	34	P13	3	1	1327
"P13"	3	256	17	[ ]	.	.	.	.	.	.	.	Fixation: 3770 ms	67	"s"	1,01	.	.	.	.	"RIGHT"	[ 73]	[STATIC, RECTANGLE, 1580.0, 135.0, 1602.0, 204.0]	73	"i"	1	73	RIGHT	[ 73]	73	i	73	25	181,45	2,42	55	34	P13	3	1	1327
"P13"	3	112	18	[ 73]	[STATIC, RECTANGLE, 1580.0, 135.0, 1602.0, 204.0]	112	1	73	73	"i"	1	Fixation: 4051 ms	73	"i"	0,45	0	1	1	1	"RIGHT"	[ 74]	[STATIC, RECTANGLE, 1602.0, 135.0, 1625.0, 204.0]	74	"h"	1	74	RIGHT	[ 75]	75	a	75	13	54,24	0,58	.	34	P13	3	1	1327
"P13"	3	65	19	[ 74]	[STATIC, RECTANGLE, 1602.0, 135.0, 1625.0, 204.0]	65	1	74	74	"h"	1	Fixation: 4176 ms	74	"h"	0,08	0	1	1	1	"RIGHT"	[ 83]	[STATIC, RECTANGLE, 312.0, 204.0, 335.0, 297.0]	83	"b"	1	83	LEFT	[ 84]	84	e	84	104	450,51	25,29	73	34	P13	3	1	1327
"P13"	3	76	20	[ 83]	[STATIC, RECTANGLE, 312.0, 204.0, 335.0, 297.0]	76	1	83	83	"b"	1	Fixation: 4345 ms	83	"b"	0,69	0	1	1	1	"RIGHT"	[ 82]	[STATIC, RECTANGLE, 290.0, 204.0, 312.0, 297.0]	82	"s"	1	82	DOWN	[ 82]	82	s	82	14	64,68	0,85	74	34	P13	3	1	1327
"P13"	3	143	21	[ 82]	[STATIC, RECTANGLE, 290.0, 204.0, 312.0, 297.0]	143	1	82	82	"s"	1	Fixation: 4435 ms	82	"s"	0,45	0	1	1	1	"RIGHT"	[ 89]	[STATIC, RECTANGLE, 410.0, 204.0, 425.0, 297.0]	89	"s"	1	89	RIGHT	[ 90]	90	e	90	30	207,84	3,04	83	34	P13	3	1	1327
"P13"	3	329	22	[ 89]	[STATIC, RECTANGLE, 410.0, 204.0, 425.0, 297.0]	329	1	89	89	"s"	1	Fixation: 4608 ms	89	"s"	0,13	0	1	1	1	"RIGHT"	[ 94]	[STATIC, RECTANGLE, 500.0, 204.0, 522.0, 297.0]	94	","	1	94	RIGHT	[ 95]	95	i	95	22	155,89	2,11	82	34	P13	3	1	1327
"P13"	3	188	23	[ 94]	[STATIC, RECTANGLE, 500.0, 204.0, 522.0, 297.0]	188	1	94	94	","	1	Fixation: 4959 ms	94	","	0,10	0	0	1	1	"RIGHT"	[ 103]	[STATIC, RECTANGLE, 650.0, 204.0, 665.0, 297.0]	103	"e"	1	103	RIGHT	[ 102]	102	k	102	23	200,03	2,65	89	34	P13	3	1	1327
"P13"	3	272	24	[ 103]	[STATIC, RECTANGLE, 650.0, 204.0, 665.0, 297.0]	272	1	103	103	"e"	1	Fixation: 5170 ms	103	"e"	0,23	0	0	1	1	"RIGHT"	[ 113]	[STATIC, RECTANGLE, 860.0, 204.0, 882.0, 297.0]	113	"e"	1	113	RIGHT	[ 114]	114	f	114	42	220,54	4,96	94	34	P13	3	1	1327
"P13"	3	249	25	[ 113]	[STATIC, RECTANGLE, 860.0, 204.0, 882.0, 297.0]	249	1	113	113	"e"	1	Fixation: 5484 ms	113	"e"	0,37	0	0	1	1	"RIGHT"	[ 120]	[STATIC, RECTANGLE, 987.0, 204.0, 1010.0, 297.0]	120	"a"	1	120	RIGHT	[ 120]	120	a	120	26	176,09	2,71	103	34	P13	3	1	1327
"P13"	3	160	26	[ 120]	[STATIC, RECTANGLE, 987.0, 204.0, 1010.0, 297.0]	160	1	120	120	"a"	1	Fixation: 5759 ms	120	"a"	0,05	0	0	1	1	"RIGHT"	[ 127]	[STATIC, RECTANGLE, 1145.0, 204.0, 1160.0, 297.0]	127	"r"	1	127	RIGHT	[ 127]	127	r	127	25	211,76	3,07	113	34	P13	3	1	1327
"P13"	3	194	27	[ 127]	[STATIC, RECTANGLE, 1145.0, 204.0, 1160.0, 297.0]	194	1	127	127	"r"	1	Fixation: 5944 ms	127	"r"	0,11	0	0	1	1	"RIGHT"	[ 139]	[STATIC, RECTANGLE, 1385.0, 204.0, 1407.0, 297.0]	139	"t"	1	139	RIGHT	[ 139]	139	t	139	38	219,32	5,34	120	34	P13	3	1	1327
"P13"	3	176	28	[ 139]	[STATIC, RECTANGLE, 1385.0, 204.0, 1407.0, 297.0]	176	1	139	139	"t"	1	Fixation: 6176 ms	139	"t"	0,54	0	0	1	1	"RIGHT"	[ 144]	[STATIC, RECTANGLE, 1475.0, 204.0, 1497.0, 297.0]	144	"e"	1	144	RIGHT	[ 143]	143	n	143	22	103,79	1,67	127	34	P13	3	1	1327
"P13"	3	156	29	[ 144]	[STATIC, RECTANGLE, 1475.0, 204.0, 1497.0, 297.0]	156	1	144	144	"e"	1	Fixation: 6374 ms	144	"e"	0,17	0	0	1	1	"RIGHT"	[ 147]	[STATIC, RECTANGLE, 1535.0, 204.0, 1550.0, 297.0]	147	"i"	1	147	RIGHT	[ 147]	147	i	147	18	83,75	1,10	139	34	P13	3	1	1327
"P13"	3	192	30	[ 147]	[STATIC, RECTANGLE, 1535.0, 204.0, 1550.0, 297.0]	192	1	147	147	"i"	1	Fixation: 6548 ms	147	"i"	0,17	0	0	1	1	"RIGHT"	[ 88]	[STATIC, RECTANGLE, 395.0, 204.0, 410.0, 297.0]	88	"n"	1	88	LEFT	[ 88]	88	n	88	114	414,00	23,12	144	34	P13	3	1	1327
"P13"	3	58	31	[ 88]	[STATIC, RECTANGLE, 395.0, 204.0, 410.0, 297.0]	58	1	88	88	"n"	1	Fixation: 6854 ms	88	"n"	0,07	0	1	1	1	"RIGHT"	[ 156]	[STATIC, RECTANGLE, 290.0, 297.0, 305.0, 366.0]	156	"i"	1	156	LEFT	[ 155]	155	l	155	31	194,50	3,08	147	34	P13	3	1	1327
"P13"	3	422	32	[ 156]	[STATIC, RECTANGLE, 290.0, 297.0, 305.0, 366.0]	422	1	156	156	"i"	1	Fixation: 6943 ms	156	"i"	0,24	0	0	1	1	"RIGHT"	[ 129]	[STATIC, RECTANGLE, 1175.0, 204.0, 1190.0, 297.0]	129	"d"	1	129	RIGHT	[ 129]	129	d	129	74	586,43	18,26	88	34	P13	3	1	1327
"P13"	3	341	33	[ 129]	[STATIC, RECTANGLE, 1175.0, 204.0, 1190.0, 297.0]	341	1	129	129	"d"	1	Fixation: 7439 ms	129	"d"	0,03	0	1	1	1	"RIGHT"	[ 136]	[STATIC, RECTANGLE, 1325.0, 204.0, 1340.0, 297.0]	136	"o"	1	136	RIGHT	[ 136]	136	o	136	35	226,84	2,64	156	34	P13	3	1	1327
"P13"	3	184	34	[ 136]	[STATIC, RECTANGLE, 1325.0, 204.0, 1340.0, 297.0]	184	1	136	136	"o"	1	Fixation: 7815 ms	136	"o"	0,50	0	1	1	1	"RIGHT"	.	.	.	.	.	.	.	.	.	.	.	.	.	.	129	34	P13	3	1	1327
"P13"	4	251	1	[ ]	.	.	.	.	.	.	.	Fixation: 7 ms	208	"r"	4,34	.	.	.	.	"RIGHT"	[ 197]	[STATIC, RECTANGLE, 740.0, 297.0, 762.0, 366.0]	197	"r"	1	197	LEFT	[ 196]	196	o	196	43	235,63	6,60	.	39	P13	4	2	1327
"P13"	4	103	2	[ 197]	[STATIC, RECTANGLE, 740.0, 297.0, 762.0, 366.0]	103	1	197	197	"r"	1	Fixation: 301 ms	197	"r"	0,19	0	0	1	1	"RIGHT"	[ ]	.	.	.	.	.	LEFT	[ ]	.	.	.	437	284,29	7,57	.	39	P13	4	2	1327
"P13"	4	438	3	[ ]	.	.	.	.	.	.	.	Fixation: 841 ms	14	"g"	1,36	.	.	.	.	"RIGHT"	[ ]	.	.	.	.	.	RIGHT	[ ]	.	.	.	28	176,33	2,73	197	39	P13	4	2	1327
"P13"	4	213	4	[ ]	.	.	.	.	.	.	.	Fixation: 1307 ms	22	"a"	0,81	.	.	.	.	"RIGHT"	[ 36]	[STATIC, RECTANGLE, 830.0, 136.0, 845.0, 204.0]	36	"v"	1	36	RIGHT	[ ]	.	.	.	39	285,45	5,30	.	39	P13	4	2	1327
"P13"	4	199	5	[ 36]	[STATIC, RECTANGLE, 830.0, 136.0, 845.0, 204.0]	199	1	36	36	"v"	1	Fixation: 1559 ms	36	"v"	0,70	0	1	1	1	"RIGHT"	[ 44]	[STATIC, RECTANGLE, 972.0, 136.0, 995.0, 204.0]	44	"m"	1	44	RIGHT	[ 44]	44	m	44	37	159,00	3,10	.	39	P13	4	2	1327
"P13"	4	160	6	[ 44]	[STATIC, RECTANGLE, 972.0, 136.0, 995.0, 204.0]	160	1	44	44	"m"	1	Fixation: 1795 ms	44	"m"	0,16	0	1	1	1	"RIGHT"	[ 50]	[STATIC, RECTANGLE, 1085.0, 136.0, 1107.0, 204.0]	50	"g"	1	50	RIGHT	[ 49]	49	o	49	23	167,97	2,24	36	39	P13	4	2	1327
"P13"	4	205	7	[ 50]	[STATIC, RECTANGLE, 1085.0, 136.0, 1107.0, 204.0]	205	1	50	50	"g"	1	Fixation: 1978 ms	50	"g"	0,47	0	1	1	1	"RIGHT"	[ 53]	[STATIC, RECTANGLE, 1145.0, 136.0, 1160.0, 204.0]	53	"g"	1	53	RIGHT	[ 54]	54	e	54	23	123,50	1,59	44	39	P13	4	2	1327
"P13"	4	214	8	[ 53]	[STATIC, RECTANGLE, 1145.0, 136.0, 1160.0, 204.0]	214	1	53	53	"g"	1	Fixation: 2206 ms	53	"g"	0,30	0	1	1	1	"RIGHT"	[ 63]	[STATIC, RECTANGLE, 1325.0, 136.0, 1340.0, 204.0]	63	"n"	1	63	RIGHT	[ 63]	63	n	63	26	256,57	3,73	50	39	P13	4	2	1327
"P13"	4	305	9	[ 63]	[STATIC, RECTANGLE, 1325.0, 136.0, 1340.0, 204.0]	305	1	63	63	"n"	1	Fixation: 2446 ms	63	"n"	0,16	0	1	1	1	"RIGHT"	[ ]	.	.	.	.	.	RIGHT	[ ]	.	.	.	26	248,96	3,64	53	39	P13	4	2	1327
"P13"	4	240	10	[ ]	.	.	.	.	.	.	.	Fixation: 2777 ms	73	"b"	0,75	.	.	.	.	"RIGHT"	[ 79]	[STATIC, RECTANGLE, 1595.0, 136.0, 1610.0, 204.0]	79	"n"	1	79	RIGHT	[ 78]	78	i	78	21	119,80	1,60	63	39	P13	4	2	1327
"P13"	4	170	11	[ 79]	[STATIC, RECTANGLE, 1595.0, 136.0, 1610.0, 204.0]	170	1	79	79	"n"	1	Fixation: 3038 ms	79	"n"	0,33	0	1	1	1	"RIGHT"	[ 81]	[STATIC, RECTANGLE, 1632.0, 136.0, 1655.0, 204.0]	81	"a"	1	81	RIGHT	[ 81]	81	a	81	17	86,33	1,09	.	39	P13	4	2	1327
"P13"	4	125	12	[ 81]	[STATIC, RECTANGLE, 1632.0, 136.0, 1655.0, 204.0]	125	1	81	81	"a"	1	Fixation: 3225 ms	81	"a"	0,58	0	1	1	1	"RIGHT"	[ 90]	[STATIC, RECTANGLE, 305.0, 204.0, 327.0, 297.0]	90	","	1	90	LEFT	[ 91]	91	d	91	106	456,93	26,17	79	39	P13	4	2	1327
"P13"	4	115	13	[ 90]	[STATIC, RECTANGLE, 305.0, 204.0, 327.0, 297.0]	274	2	90	90	","	1	Fixation: 3456 ms	90	","	0,65	0	1	1	2	"RIGHT"	[ 90]	[STATIC, RECTANGLE, 305.0, 204.0, 327.0, 297.0]	90	","	1	90	.	[ 89]	89	r	89	11	43,21	0,44	81	39	P13	4	2	1327
"P13"	4	159	14	[ 90]	[STATIC, RECTANGLE, 305.0, 204.0, 327.0, 297.0]	274	2	90	90	","	1	Fixation: 3582 ms	90	","	0,47	0	1	2	2	"RIGHT"	[ 98]	[STATIC, RECTANGLE, 470.0, 204.0, 485.0, 297.0]	98	"g"	1	98	RIGHT	[ 98]	98	g	98	33	250,09	3,49	90	39	P13	4	2	1327
"P13"	4	290	15	[ 98]	[STATIC, RECTANGLE, 470.0, 204.0, 485.0, 297.0]	290	1	98	98	"g"	1	Fixation: 3774 ms	98	"g"	0,10	0	1	1	1	"RIGHT"	[ 102]	[STATIC, RECTANGLE, 530.0, 204.0, 552.0, 297.0]	102	"t"	1	102	RIGHT	[ 103]	103		103	23	99,21	1,46	90	39	P13	4	2	1327
"P13"	4	112	16	[ 102]	[STATIC, RECTANGLE, 530.0, 204.0, 552.0, 297.0]	112	1	102	102	"t"	1	Fixation: 4087 ms	102	"t"	0,12	0	1	1	1	"RIGHT"	[ 111]	[STATIC, RECTANGLE, 702.0, 204.0, 725.0, 297.0]	111	"v"	1	111	RIGHT	[ 111]	111	v	111	30	257,66	3,55	98	39	P13	4	2	1327
"P13"	4	335	17	[ 111]	[STATIC, RECTANGLE, 702.0, 204.0, 725.0, 297.0]	335	1	111	111	"v"	1	Fixation: 4229 ms	111	"v"	0,40	0	1	1	1	"RIGHT"	[ 117]	[STATIC, RECTANGLE, 815.0, 204.0, 837.0, 297.0]	117	"t"	1	117	RIGHT	[ 117]	117	t	117	25	155,13	2,35	102	39	P13	4	2	1327
"P13"	4	185	18	[ 117]	[STATIC, RECTANGLE, 815.0, 204.0, 837.0, 297.0]	185	1	117	117	"t"	1	Fixation: 4589 ms	117	"t"	0,82	0	1	1	1	"RIGHT"	[ 123]	[STATIC, RECTANGLE, 920.0, 204.0, 935.0, 297.0]	123	"d"	1	123	.	[ 117]	117	t	117	26	41,59	0,13	111	39	P13	4	2	1327
"P13"	4	182	19	[ 123]	[STATIC, RECTANGLE, 920.0, 204.0, 935.0, 297.0]	182	1	123	123	"d"	1	Fixation: 4800 ms	123	"d"	0,55	0	1	1	1	"RIGHT"	[ 135]	[STATIC, RECTANGLE, 1145.0, 204.0, 1160.0, 297.0]	135	"ø"	1	135	RIGHT	[ 133]	133	s	133	33	217,34	4,24	117	39	P13	4	2	1327
