"RECORDING_SESSION_LABEL"	"TRIAL_INDEX"	"CURRENT_FIX_DURATION"	"CURRENT_FIX_INDEX"	"CURRENT_FIX_INTEREST_AREAS"	"CURRENT_FIX_INTEREST_AREA_DATA"	"CURRENT_FIX_INTEREST_AREA_DWELL_TIME"	"CURRENT_FIX_INTEREST_AREA_FIX_COUNT"	"CURRENT_FIX_INTEREST_AREA_ID"	"CURRENT_FIX_INTEREST_AREA_INDEX"	"CURRENT_FIX_INTEREST_AREA_LABEL"	"CURRENT_FIX_INTEREST_AREA_RUN_ID"	"CURRENT_FIX_LABEL"	"CURRENT_FIX_NEAREST_INTEREST_AREA"	"CURRENT_FIX_NEAREST_INTEREST_AREA_LABEL"	"CURRENT_FIX_NEAREST_INTEREST_AREA_DISTANCE"	"CURRENT_FIX_REFIX_INTEREST_AREA"	"CURRENT_FIX_REFIX_PREV_INTEREST_AREA"	"CURRENT_FIX_RUN_INDEX"	"CURRENT_FIX_RUN_SIZE"	"EYE_USED"	"NEXT_FIX_INTEREST_AREAS"	"NEXT_FIX_INTEREST_AREA_DATA"	"NEXT_FIX_INTEREST_AREA_ID"	"NEXT_FIX_INTEREST_AREA_LABEL"	"NEXT_FIX_INTEREST_AREA_RUN_ID"	"NEXT_FIX_INTEREST_AREA_INDEX"	"NEXT_SAC_DIRECTION"	"NEXT_SAC_END_INTEREST_AREAS"	"NEXT_SAC_END_INTEREST_AREA_ID"	"NEXT_SAC_END_INTEREST_AREA_LABEL"	"NEXT_SAC_END_INTEREST_AREA_INDEX"	"NEXT_SAC_DURATION"	"NEXT_SAC_PEAK_VELOCITY"	"NEXT_SAC_AMPLITUDE"	"PREVIOUS_FIX_INTEREST_AREA_ID"	"TRIAL_FIXATION_TOTAL"	"Session_Name_"	"Trial_Index_"	"paragraphid"	"speechid"
"P53"	1	271	1	[ ]	.	.	.	.	.	.	.	Fixation: 7 ms	16	"U"	12,55	.	.	.	.	"RIGHT"	[ 12]	[STATIC, RECTANGLE, 395.0, 138.0, 410.0, 176.0]	12	"D"	1	12	LEFT	[ 13]	13	E	13	55	523,18	13,86	.	36	P53	1	-1	1327
"P53"	1	198	2	[ 12]	[STATIC, RECTANGLE, 395.0, 138.0, 410.0, 176.0]	505	2	12	12	"D"	1	Fixation: 333 ms	12	"D"	0,31	0	0	1	1	"RIGHT"	[ 5]	[STATIC, RECTANGLE, 275.0, 138.0, 290.0, 176.0]	5	"L"	1	5	LEFT	[ 5]	5	L	5	29	148,62	2,48	.	36	P53	1	-1	1327
"P53"	1	191	3	[ 5]	[STATIC, RECTANGLE, 275.0, 138.0, 290.0, 176.0]	1801	5	5	5	"L"	1	Fixation: 560 ms	5	"L"	0,27	0	1	1	1	"RIGHT"	[ 3]	[STATIC, RECTANGLE, 237.0, 138.0, 260.0, 176.0]	3	"T"	1	3	LEFT	[ 3]	3	T	3	11	52,79	0,61	12	36	P53	1	-1	1327
"P53"	1	168	4	[ 3]	[STATIC, RECTANGLE, 237.0, 138.0, 260.0, 176.0]	680	2	3	3	"T"	1	Fixation: 762 ms	3	"T"	0,18	0	1	1	1	"RIGHT"	[ 13]	[STATIC, RECTANGLE, 410.0, 138.0, 425.0, 176.0]	13	"E"	1	13	RIGHT	[ 12]	12	D	12	27	176,31	2,94	5	36	P53	1	-1	1327
"P53"	1	184	5	[ 13]	[STATIC, RECTANGLE, 410.0, 138.0, 425.0, 176.0]	647	2	13	13	"E"	1	Fixation: 957 ms	13	"E"	0,14	0	0	1	1	"RIGHT"	[ 2]	[STATIC, RECTANGLE, 215.0, 138.0, 237.0, 176.0]	2	"Y"	1	2	LEFT	[ ]	.	.	.	121	428,50	3,61	3	36	P53	1	-1	1327
"P53"	1	276	6	[ 2]	[STATIC, RECTANGLE, 215.0, 138.0, 237.0, 176.0]	276	1	2	2	"Y"	1	Fixation: 1262 ms	2	"Y"	0,17	0	1	1	1	"RIGHT"	[ 7]	[STATIC, RECTANGLE, 312.0, 138.0, 335.0, 176.0]	7	"B"	1	7	RIGHT	[ 7]	7	B	7	21	98,06	1,57	13	36	P53	1	-1	1327
"P53"	1	221	7	[ 7]	[STATIC, RECTANGLE, 312.0, 138.0, 335.0, 176.0]	720	3	7	7	"B"	1	Fixation: 1559 ms	7	"B"	0,28	0	1	1	1	"RIGHT"	[ 13]	[STATIC, RECTANGLE, 410.0, 138.0, 425.0, 176.0]	13	"E"	2	13	RIGHT	[ 13]	13	E	13	25	140,39	2,14	2	36	P53	1	-1	1327
"P53"	1	463	8	[ 13]	[STATIC, RECTANGLE, 410.0, 138.0, 425.0, 176.0]	647	2	13	13	"E"	2	Fixation: 1805 ms	13	"E"	0,09	5	0	1	1	"RIGHT"	[ 16]	[STATIC, RECTANGLE, 470.0, 138.0, 495.0, 176.0]	16	"U"	1	16	RIGHT	[ 16]	16	U	16	19	86,30	1,35	7	36	P53	1	-1	1327
"P53"	1	309	9	[ 16]	[STATIC, RECTANGLE, 470.0, 138.0, 495.0, 176.0]	601	2	16	16	"U"	1	Fixation: 2287 ms	16	"U"	0,12	0	0	1	1	"RIGHT"	[ ]	.	.	.	.	.	RIGHT	[ ]	.	.	.	211	281,26	10,04	13	36	P53	1	-1	1327
"P53"	1	379	10	[ ]	.	.	.	.	.	.	.	Fixation: 2955 ms	14	"R"	0,38	.	.	.	.	"RIGHT"	[ ]	.	.	.	.	.	DOWN	[ ]	.	.	.	92	632,34	23,26	16	36	P53	1	-1	1327
"P53"	1	212	11	[ ]	.	.	.	.	.	.	.	Fixation: 3426 ms	16	"U"	23,40	.	.	.	.	"RIGHT"	[ ]	.	.	.	.	.	UP	[ ]	.	.	.	84	723,70	22,65	.	36	P53	1	-1	1327
"P53"	1	340	12	[ ]	.	.	.	.	.	.	.	Fixation: 3722 ms	13	"E"	0,95	.	.	.	.	"RIGHT"	[ 9]	[STATIC, RECTANGLE, 350.0, 138.0, 365.0, 176.0]	9	"G"	1	9	UP	[ ]	.	.	.	26	136,40	2,10	.	36	P53	1	-1	1327
"P53"	1	671	13	[ 9]	[STATIC, RECTANGLE, 350.0, 138.0, 365.0, 176.0]	1126	3	9	9	"G"	1	Fixation: 4088 ms	9	"G"	0,21	0	1	1	1	"RIGHT"	[ 5]	[STATIC, RECTANGLE, 275.0, 138.0, 290.0, 176.0]	5	"L"	2	5	LEFT	[ ]	.	.	.	21	84,68	1,50	.	36	P53	1	-1	1327
"P53"	1	296	14	[ 5]	[STATIC, RECTANGLE, 275.0, 138.0, 290.0, 176.0]	1801	5	5	5	"L"	2	Fixation: 4780 ms	5	"L"	0,27	3	1	1	1	"RIGHT"	[ 10]	[STATIC, RECTANGLE, 365.0, 138.0, 380.0, 176.0]	10	"Y"	1	10	RIGHT	[ 11]	11	N	11	24	135,15	2,12	9	36	P53	1	-1	1327
"P53"	1	217	15	[ 10]	[STATIC, RECTANGLE, 365.0, 138.0, 380.0, 176.0]	217	1	10	10	"Y"	1	Fixation: 5100 ms	10	"Y"	0,26	0	1	1	1	"RIGHT"	[ 15]	[STATIC, RECTANGLE, 447.0, 138.0, 470.0, 176.0]	15	"N"	1	15	RIGHT	[ ]	.	.	.	125	340,77	2,12	5	36	P53	1	-1	1327
"P53"	1	386	16	[ 15]	[STATIC, RECTANGLE, 447.0, 138.0, 470.0, 176.0]	1295	3	15	15	"N"	1	Fixation: 5442 ms	15	"N"	0,21	0	1	1	1	"RIGHT"	[ ]	.	.	.	.	.	LEFT	[ 7]	7	B	7	29	165,74	2,88	10	36	P53	1	-1	1327
"P53"	1	307	17	[ ]	.	.	.	.	.	.	.	Fixation: 5857 ms	8	"E"	0,53	.	.	.	.	"RIGHT"	[ 5]	[STATIC, RECTANGLE, 275.0, 138.0, 290.0, 176.0]	5	"L"	3	5	LEFT	[ 6]	6	E	6	13	64,42	0,80	15	36	P53	1	-1	1327
"P53"	1	526	18	[ 5]	[STATIC, RECTANGLE, 275.0, 138.0, 290.0, 176.0]	1801	5	5	5	"L"	3	Fixation: 6177 ms	5	"L"	0,09	3	1	1	1	"RIGHT"	[ 15]	[STATIC, RECTANGLE, 447.0, 138.0, 470.0, 176.0]	15	"N"	2	15	RIGHT	[ 15]	15	N	15	34	175,54	3,69	.	36	P53	1	-1	1327
"P53"	1	213	19	[ 15]	[STATIC, RECTANGLE, 447.0, 138.0, 470.0, 176.0]	1295	3	15	15	"N"	2	Fixation: 6737 ms	15	"N"	0,21	16	1	1	1	"RIGHT"	[ ]	.	.	.	.	.	RIGHT	[ ]	.	.	.	66	606,70	18,52	5	36	P53	1	-1	1327
"P53"	1	293	20	[ ]	.	.	.	.	.	.	.	Fixation: 7016 ms	16	"U"	18,01	.	.	.	.	"RIGHT"	[ 9]	[STATIC, RECTANGLE, 350.0, 138.0, 365.0, 176.0]	9	"G"	2	9	LEFT	[ 10]	10	Y	10	72	500,83	19,91	15	36	P53	1	-1	1327
"P53"	1	235	21	[ 9]	[STATIC, RECTANGLE, 350.0, 138.0, 365.0, 176.0]	1126	3	9	9	"G"	2	Fixation: 7381 ms	9	"G"	0,34	13	1	1	1	"RIGHT"	[ 5]	[STATIC, RECTANGLE, 275.0, 138.0, 290.0, 176.0]	5	"L"	4	5	LEFT	[ 5]	5	L	5	20	105,77	1,56	.	36	P53	1	-1	1327
"P53"	1	301	22	[ 5]	[STATIC, RECTANGLE, 275.0, 138.0, 290.0, 176.0]	1801	5	5	5	"L"	4	Fixation: 7636 ms	5	"L"	0,14	3	1	1	1	"RIGHT"	[ 15]	[STATIC, RECTANGLE, 447.0, 138.0, 470.0, 176.0]	15	"N"	3	15	RIGHT	[ ]	.	.	.	28	201,89	3,37	9	36	P53	1	-1	1327
"P53"	1	696	23	[ 15]	[STATIC, RECTANGLE, 447.0, 138.0, 470.0, 176.0]	1295	3	15	15	"N"	3	Fixation: 7965 ms	15	"N"	0,14	16	1	1	1	"RIGHT"	[ 12]	[STATIC, RECTANGLE, 395.0, 138.0, 410.0, 176.0]	12	"D"	2	12	LEFT	[ 13]	13	E	13	13	52,48	0,65	5	36	P53	1	-1	1327
"P53"	1	307	24	[ 12]	[STATIC, RECTANGLE, 395.0, 138.0, 410.0, 176.0]	505	2	12	12	"D"	2	Fixation: 8674 ms	12	"D"	0,16	2	1	1	1	"RIGHT"	[ 6]	[STATIC, RECTANGLE, 290.0, 138.0, 312.0, 176.0]	6	"E"	1	6	LEFT	[ 6]	6	E	6	24	112,07	1,99	15	36	P53	1	-1	1327
"P53"	1	210	25	[ 6]	[STATIC, RECTANGLE, 290.0, 138.0, 312.0, 176.0]	210	1	6	6	"E"	1	Fixation: 9005 ms	6	"E"	0,31	0	1	1	1	"RIGHT"	[ 3]	[STATIC, RECTANGLE, 237.0, 138.0, 260.0, 176.0]	3	"T"	2	3	LEFT	[ 3]	3	T	3	16	69,92	0,93	12	36	P53	1	-1	1327
"P53"	1	512	26	[ 3]	[STATIC, RECTANGLE, 237.0, 138.0, 260.0, 176.0]	680	2	3	3	"T"	2	Fixation: 9231 ms	3	"T"	0,25	4	1	1	1	"RIGHT"	[ ]	.	.	.	.	.	RIGHT	[ 16]	16	U	16	582	653,51	4,68	6	36	P53	1	-1	1327
"P53"	1	256	27	[ ]	.	.	.	.	.	.	.	Fixation: 10325 ms	15	"N"	0,50	.	.	.	.	"RIGHT"	[ 7]	[STATIC, RECTANGLE, 312.0, 138.0, 335.0, 176.0]	7	"B"	2	7	LEFT	[ ]	.	.	.	29	194,83	3,08	3	36	P53	1	-1	1327
"P53"	1	175	28	[ 7]	[STATIC, RECTANGLE, 312.0, 138.0, 335.0, 176.0]	720	3	7	7	"B"	2	Fixation: 10610 ms	7	"B"	0,30	7	1	1	1	"RIGHT"	[ 16]	[STATIC, RECTANGLE, 470.0, 138.0, 495.0, 176.0]	16	"U"	2	16	RIGHT	[ ]	.	.	.	694	725,15	3,18	.	36	P53	1	-1	1327
"P53"	1	292	29	[ 16]	[STATIC, RECTANGLE, 470.0, 138.0, 495.0, 176.0]	601	2	16	16	"U"	2	Fixation: 11479 ms	16	"U"	0,25	9	0	1	1	"RIGHT"	[ 9]	[STATIC, RECTANGLE, 350.0, 138.0, 365.0, 176.0]	9	"G"	3	9	LEFT	[ 9]	9	G	9	24	146,55	2,15	7	36	P53	1	-1	1327
"P53"	1	220	30	[ 9]	[STATIC, RECTANGLE, 350.0, 138.0, 365.0, 176.0]	1126	3	9	9	"G"	3	Fixation: 11795 ms	9	"G"	0,24	13	1	1	1	"RIGHT"	[ 5]	[STATIC, RECTANGLE, 275.0, 138.0, 290.0, 176.0]	5	"L"	5	5	LEFT	[ 4]	4	A	4	22	112,80	1,68	16	36	P53	1	-1	1327
"P53"	1	487	31	[ 5]	[STATIC, RECTANGLE, 275.0, 138.0, 290.0, 176.0]	1801	5	5	5	"L"	5	Fixation: 12037 ms	5	"L"	0,12	3	1	1	1	"RIGHT"	[ ]	.	.	.	.	.	DOWN	[ ]	.	.	.	77	623,62	20,68	9	36	P53	1	-1	1327
"P53"	1	193	32	[ ]	.	.	.	.	.	.	.	Fixation: 12601 ms	16	"U"	19,30	.	.	.	.	"RIGHT"	[ ]	.	.	.	.	.	UP	[ ]	.	.	.	174	427,84	19,64	5	36	P53	1	-1	1327
"P53"	1	181	33	[ ]	.	.	.	.	.	.	.	Fixation: 12968 ms	10	"Y"	1,29	.	.	.	.	"RIGHT"	[ ]	.	.	.	.	.	RIGHT	[ 13]	13	E	13	21	100,84	1,54	.	36	P53	1	-1	1327
"P53"	1	351	34	[ ]	.	.	.	.	.	.	.	Fixation: 13170 ms	14	"R"	0,51	.	.	.	.	"RIGHT"	[ 7]	[STATIC, RECTANGLE, 312.0, 138.0, 335.0, 176.0]	7	"B"	3	7	LEFT	[ 7]	7	B	7	27	136,00	2,29	.	36	P53	1	-1	1327
"P53"	1	324	35	[ 7]	[STATIC, RECTANGLE, 312.0, 138.0, 335.0, 176.0]	720	3	7	7	"B"	3	Fixation: 13548 ms	7	"B"	0,31	7	1	1	1	"RIGHT"	[ ]	.	.	.	.	.	RIGHT	[ 15]	15	N	15	27	177,82	2,90	.	36	P53	1	-1	1327
