"RECORDING_SESSION_LABEL"	"TRIAL_INDEX"	"CURRENT_FIX_DURATION"	"CURRENT_FIX_INDEX"	"CURRENT_FIX_INTEREST_AREAS"	"CURRENT_FIX_INTEREST_AREA_DATA"	"CURRENT_FIX_INTEREST_AREA_DWELL_TIME"	"CURRENT_FIX_INTEREST_AREA_FIX_COUNT"	"CURRENT_FIX_INTEREST_AREA_ID"	"CURRENT_FIX_INTEREST_AREA_INDEX"	"CURRENT_FIX_INTEREST_AREA_LABEL"	"CURRENT_FIX_INTEREST_AREA_RUN_ID"	"CURRENT_FIX_LABEL"	"CURRENT_FIX_NEAREST_INTEREST_AREA"	"CURRENT_FIX_NEAREST_INTEREST_AREA_LABEL"	"CURRENT_FIX_NEAREST_INTEREST_AREA_DISTANCE"	"CURRENT_FIX_REFIX_INTEREST_AREA"	"CURRENT_FIX_REFIX_PREV_INTEREST_AREA"	"CURRENT_FIX_RUN_INDEX"	"CURRENT_FIX_RUN_SIZE"	"EYE_USED"	"NEXT_FIX_INTEREST_AREAS"	"NEXT_FIX_INTEREST_AREA_DATA"	"NEXT_FIX_INTEREST_AREA_ID"	"NEXT_FIX_INTEREST_AREA_LABEL"	"NEXT_FIX_INTEREST_AREA_RUN_ID"	"NEXT_FIX_INTEREST_AREA_INDEX"	"NEXT_SAC_DIRECTION"	"NEXT_SAC_END_INTEREST_AREAS"	"NEXT_SAC_END_INTEREST_AREA_ID"	"NEXT_SAC_END_INTEREST_AREA_LABEL"	"NEXT_SAC_END_INTEREST_AREA_INDEX"	"NEXT_SAC_DURATION"	"NEXT_SAC_PEAK_VELOCITY"	"NEXT_SAC_AMPLITUDE"	"PREVIOUS_FIX_INTEREST_AREA_ID"	"TRIAL_FIXATION_TOTAL"	"Session_Name_"	"Trial_Index_"	"paragraphid"	"speechid"
"P18"	1	467	1	[ ]	.	.	.	.	.	.	.	Fixation: 7 ms	16	"U"	12,36	.	.	.	.	"RIGHT"	[ 7]	[STATIC, RECTANGLE, 312.0, 110.0, 335.0, 204.0]	7	"B"	1	7	LEFT	[ 7]	7	B	7	59	489,60	15,24	.	12	P18	1	-1	1327
"P18"	1	217	2	[ 7]	[STATIC, RECTANGLE, 312.0, 110.0, 335.0, 204.0]	217	1	7	7	"B"	1	Fixation: 533 ms	7	"B"	0,40	0	0	1	1	"RIGHT"	[ 6]	[STATIC, RECTANGLE, 290.0, 110.0, 312.0, 204.0]	6	"E"	1	6	.	[ 6]	6	E	6	8	51,55	0,46	.	12	P18	1	-1	1327
"P18"	1	468	3	[ 6]	[STATIC, RECTANGLE, 290.0, 110.0, 312.0, 204.0]	468	1	6	6	"E"	1	Fixation: 758 ms	6	"E"	0,34	0	1	1	1	"RIGHT"	[ 12]	[STATIC, RECTANGLE, 395.0, 110.0, 410.0, 204.0]	12	"D"	1	12	RIGHT	[ 12]	12	D	12	119	102,58	1,77	7	12	P18	1	-1	1327
"P18"	1	321	4	[ 12]	[STATIC, RECTANGLE, 395.0, 110.0, 410.0, 204.0]	1171	4	12	12	"D"	1	Fixation: 1345 ms	12	"D"	0,09	0	0	1	1	"RIGHT"	[ 13]	[STATIC, RECTANGLE, 410.0, 110.0, 425.0, 204.0]	13	"E"	1	13	RIGHT	[ 14]	14	R	14	123	210,83	0,63	6	12	P18	1	-1	1327
"P18"	1	215	5	[ 13]	[STATIC, RECTANGLE, 410.0, 110.0, 425.0, 204.0]	215	1	13	13	"E"	1	Fixation: 1998 ms	13	"E"	0,05	0	0	1	1	"RIGHT"	[ 12]	[STATIC, RECTANGLE, 395.0, 110.0, 410.0, 204.0]	12	"D"	2	12	LEFT	[ 12]	12	D	12	10	49,68	0,50	12	12	P18	1	-1	1327
"P18"	1	404	6	[ 12]	[STATIC, RECTANGLE, 395.0, 110.0, 410.0, 204.0]	1171	4	12	12	"D"	2	Fixation: 2223 ms	12	"D"	0,42	4	1	1	1	"RIGHT"	[ 9]	[STATIC, RECTANGLE, 350.0, 110.0, 365.0, 204.0]	9	"G"	1	9	LEFT	[ 10]	10	Y	10	14	61,83	0,80	13	12	P18	1	-1	1327
"P18"	1	207	7	[ 9]	[STATIC, RECTANGLE, 350.0, 110.0, 365.0, 204.0]	207	1	9	9	"G"	1	Fixation: 2641 ms	9	"G"	0,31	0	1	1	1	"RIGHT"	[ 12]	[STATIC, RECTANGLE, 395.0, 110.0, 410.0, 204.0]	12	"D"	3	12	UP	[ 11]	11	N	11	130	145,36	0,69	12	12	P18	1	-1	1327
"P18"	1	257	8	[ 12]	[STATIC, RECTANGLE, 395.0, 110.0, 410.0, 204.0]	1171	4	12	12	"D"	3	Fixation: 2978 ms	12	"D"	0,19	4	1	1	1	"RIGHT"	[ 15]	[STATIC, RECTANGLE, 447.0, 110.0, 470.0, 204.0]	15	"N"	1	15	RIGHT	[ 15]	15	N	15	118	251,37	1,13	9	12	P18	1	-1	1327
"P18"	1	263	9	[ 15]	[STATIC, RECTANGLE, 447.0, 110.0, 470.0, 204.0]	263	1	15	15	"N"	1	Fixation: 3353 ms	15	"N"	0,21	0	0	1	1	"RIGHT"	[ ]	.	.	.	.	.	RIGHT	[ ]	.	.	.	79	550,19	18,52	12	12	P18	1	-1	1327
"P18"	1	122	10	[ ]	.	.	.	.	.	.	.	Fixation: 3695 ms	16	"U"	18,08	.	.	.	.	"RIGHT"	[ ]	.	.	.	.	.	UP	[ ]	.	.	.	523	480,45	12,93	15	12	P18	1	-1	1327
