"RECORDING_SESSION_LABEL"	"TRIAL_INDEX"	"CURRENT_FIX_DURATION"	"CURRENT_FIX_INDEX"	"CURRENT_FIX_INTEREST_AREAS"	"CURRENT_FIX_INTEREST_AREA_DATA"	"CURRENT_FIX_INTEREST_AREA_DWELL_TIME"	"CURRENT_FIX_INTEREST_AREA_FIX_COUNT"	"CURRENT_FIX_INTEREST_AREA_ID"	"CURRENT_FIX_INTEREST_AREA_INDEX"	"CURRENT_FIX_INTEREST_AREA_LABEL"	"CURRENT_FIX_INTEREST_AREA_RUN_ID"	"CURRENT_FIX_LABEL"	"CURRENT_FIX_NEAREST_INTEREST_AREA"	"CURRENT_FIX_NEAREST_INTEREST_AREA_LABEL"	"CURRENT_FIX_NEAREST_INTEREST_AREA_DISTANCE"	"CURRENT_FIX_REFIX_INTEREST_AREA"	"CURRENT_FIX_REFIX_PREV_INTEREST_AREA"	"CURRENT_FIX_RUN_INDEX"	"CURRENT_FIX_RUN_SIZE"	"EYE_USED"	"NEXT_FIX_INTEREST_AREAS"	"NEXT_FIX_INTEREST_AREA_DATA"	"NEXT_FIX_INTEREST_AREA_ID"	"NEXT_FIX_INTEREST_AREA_LABEL"	"NEXT_FIX_INTEREST_AREA_RUN_ID"	"NEXT_FIX_INTEREST_AREA_INDEX"	"NEXT_SAC_DIRECTION"	"NEXT_SAC_END_INTEREST_AREAS"	"NEXT_SAC_END_INTEREST_AREA_ID"	"NEXT_SAC_END_INTEREST_AREA_LABEL"	"NEXT_SAC_END_INTEREST_AREA_INDEX"	"NEXT_SAC_DURATION"	"NEXT_SAC_PEAK_VELOCITY"	"NEXT_SAC_AMPLITUDE"	"PREVIOUS_FIX_INTEREST_AREA_ID"	"TRIAL_FIXATION_TOTAL"	"Session_Name_"	"Trial_Index_"	"paragraphid"	"speechid"
"P26"	1	376	1	[ ]	.	.	.	.	.	.	.	Fixation: 7 ms	16	"U"	12,34	.	.	.	.	"RIGHT"	[ ]	.	.	.	.	.	LEFT	[ ]	.	.	.	64	489,97	12,66	.	32	P26	1	-1	1327
"P26"	1	108	2	[ ]	.	.	.	.	.	.	.	Fixation: 447 ms	14	"R"	0,82	.	.	.	.	"RIGHT"	[ 3]	[STATIC, RECTANGLE, 237.0, 138.0, 260.0, 176.0]	3	"T"	1	3	LEFT	[ ]	.	.	.	32	215,08	3,76	.	32	P26	1	-1	1327
"P26"	1	173	3	[ 3]	[STATIC, RECTANGLE, 237.0, 138.0, 260.0, 176.0]	173	1	3	3	"T"	1	Fixation: 587 ms	3	"T"	0,33	0	0	1	1	"RIGHT"	[ 1]	[STATIC, RECTANGLE, 190.0, 138.0, 215.0, 176.0]	1	"N"	1	1	LEFT	[ 1]	1	N	1	19	84,20	1,05	.	32	P26	1	-1	1327
"P26"	1	303	4	[ 1]	[STATIC, RECTANGLE, 190.0, 138.0, 215.0, 176.0]	303	1	1	1	"N"	1	Fixation: 779 ms	1	"N"	0,34	0	1	1	1	"RIGHT"	[ ]	.	.	.	.	.	RIGHT	[ ]	.	.	.	22	109,72	1,34	3	32	P26	1	-1	1327
"P26"	1	295	5	[ ]	.	.	.	.	.	.	.	Fixation: 1104 ms	4	"A"	0,39	.	.	.	.	"RIGHT"	[ ]	.	.	.	.	.	RIGHT	[ ]	.	.	.	25	184,98	2,48	1	32	P26	1	-1	1327
"P26"	1	193	6	[ ]	.	.	.	.	.	.	.	Fixation: 1424 ms	10	"Y"	0,50	.	.	.	.	"RIGHT"	[ ]	.	.	.	.	.	LEFT	[ 7]	7	B	7	17	71,87	0,98	.	32	P26	1	-1	1327
"P26"	1	275	7	[ ]	.	.	.	.	.	.	.	Fixation: 1634 ms	7	"B"	0,45	.	.	.	.	"RIGHT"	[ ]	.	.	.	.	.	RIGHT	[ ]	.	.	.	25	184,87	2,56	.	32	P26	1	-1	1327
"P26"	1	635	8	[ ]	.	.	.	.	.	.	.	Fixation: 1934 ms	14	"R"	0,47	.	.	.	.	"RIGHT"	[ 6]	[STATIC, RECTANGLE, 290.0, 138.0, 312.0, 176.0]	6	"E"	1	6	LEFT	[ 6]	6	E	6	177	252,76	2,96	.	32	P26	1	-1	1327
"P26"	1	275	9	[ 6]	[STATIC, RECTANGLE, 290.0, 138.0, 312.0, 176.0]	548	2	6	6	"E"	1	Fixation: 2746 ms	6	"E"	0,36	0	0	1	1	"RIGHT"	[ ]	.	.	.	.	.	RIGHT	[ ]	.	.	.	26	181,95	2,44	.	32	P26	1	-1	1327
"P26"	1	326	10	[ ]	.	.	.	.	.	.	.	Fixation: 3047 ms	13	"E"	0,63	.	.	.	.	"RIGHT"	[ ]	.	.	.	.	.	LEFT	[ ]	.	.	.	24	166,49	2,37	6	32	P26	1	-1	1327
"P26"	1	196	11	[ ]	.	.	.	.	.	.	.	Fixation: 3397 ms	6	"E"	0,68	.	.	.	.	"RIGHT"	[ ]	.	.	.	.	.	RIGHT	[ ]	.	.	.	24	164,36	2,22	.	32	P26	1	-1	1327
"P26"	1	194	12	[ ]	.	.	.	.	.	.	.	Fixation: 3617 ms	12	"D"	0,72	.	.	.	.	"RIGHT"	[ ]	.	.	.	.	.	RIGHT	[ ]	.	.	.	23	111,75	1,16	.	32	P26	1	-1	1327
