"RECORDING_SESSION_LABEL"	"TRIAL_INDEX"	"CURRENT_FIX_DURATION"	"CURRENT_FIX_INDEX"	"CURRENT_FIX_INTEREST_AREAS"	"CURRENT_FIX_INTEREST_AREA_DATA"	"CURRENT_FIX_INTEREST_AREA_DWELL_TIME"	"CURRENT_FIX_INTEREST_AREA_FIX_COUNT"	"CURRENT_FIX_INTEREST_AREA_ID"	"CURRENT_FIX_INTEREST_AREA_INDEX"	"CURRENT_FIX_INTEREST_AREA_LABEL"	"CURRENT_FIX_INTEREST_AREA_RUN_ID"	"CURRENT_FIX_LABEL"	"CURRENT_FIX_NEAREST_INTEREST_AREA"	"CURRENT_FIX_NEAREST_INTEREST_AREA_LABEL"	"CURRENT_FIX_NEAREST_INTEREST_AREA_DISTANCE"	"CURRENT_FIX_REFIX_INTEREST_AREA"	"CURRENT_FIX_REFIX_PREV_INTEREST_AREA"	"CURRENT_FIX_RUN_INDEX"	"CURRENT_FIX_RUN_SIZE"	"EYE_USED"	"NEXT_FIX_INTEREST_AREAS"	"NEXT_FIX_INTEREST_AREA_DATA"	"NEXT_FIX_INTEREST_AREA_ID"	"NEXT_FIX_INTEREST_AREA_LABEL"	"NEXT_FIX_INTEREST_AREA_RUN_ID"	"NEXT_FIX_INTEREST_AREA_INDEX"	"NEXT_SAC_DIRECTION"	"NEXT_SAC_END_INTEREST_AREAS"	"NEXT_SAC_END_INTEREST_AREA_ID"	"NEXT_SAC_END_INTEREST_AREA_LABEL"	"NEXT_SAC_END_INTEREST_AREA_INDEX"	"NEXT_SAC_DURATION"	"NEXT_SAC_PEAK_VELOCITY"	"NEXT_SAC_AMPLITUDE"	"PREVIOUS_FIX_INTEREST_AREA_ID"	"TRIAL_FIXATION_TOTAL"	"Session_Name_"	"Trial_Index_"	"paragraphid"	"speechid"
"P20"	1	234	1	[ ]	.	.	.	.	.	.	.	Fixation: 7 ms	16	"U"	12,88	.	.	.	.	"RIGHT"	[ 10]	[STATIC, RECTANGLE, 365.0, 110.0, 380.0, 204.0]	10	"Y"	1	10	LEFT	[ 10]	10	Y	10	60	513,99	15,18	.	13	P20	1	-1	1327
"P20"	1	108	2	[ 10]	[STATIC, RECTANGLE, 365.0, 110.0, 380.0, 204.0]	108	1	10	10	"Y"	1	Fixation: 301 ms	10	"Y"	0,63	0	0	1	1	"RIGHT"	[ 6]	[STATIC, RECTANGLE, 290.0, 110.0, 312.0, 204.0]	6	"E"	1	6	LEFT	[ 6]	6	E	6	22	121,42	1,57	.	13	P20	1	-1	1327
"P20"	1	178	3	[ 6]	[STATIC, RECTANGLE, 290.0, 110.0, 312.0, 204.0]	178	1	6	6	"E"	1	Fixation: 431 ms	6	"E"	0,81	0	1	1	1	"RIGHT"	[ 13]	[STATIC, RECTANGLE, 410.0, 110.0, 425.0, 204.0]	13	"E"	1	13	RIGHT	[ 13]	13	E	13	24	166,61	2,44	10	13	P20	1	-1	1327
"P20"	1	155	4	[ 13]	[STATIC, RECTANGLE, 410.0, 110.0, 425.0, 204.0]	634	3	13	13	"E"	1	Fixation: 633 ms	13	"E"	0,73	0	0	1	1	"RIGHT"	[ 16]	[STATIC, RECTANGLE, 470.0, 110.0, 495.0, 204.0]	16	"U"	1	16	RIGHT	[ 15]	15	N	15	13	67,86	0,85	6	13	P20	1	-1	1327
"P20"	1	162	5	[ 16]	[STATIC, RECTANGLE, 470.0, 110.0, 495.0, 204.0]	567	3	16	16	"U"	1	Fixation: 801 ms	16	"U"	0,71	0	0	1	1	"RIGHT"	[ 13]	[STATIC, RECTANGLE, 410.0, 110.0, 425.0, 204.0]	13	"E"	2	13	LEFT	[ 13]	13	E	13	20	86,93	1,13	13	13	P20	1	-1	1327
"P20"	1	242	6	[ 13]	[STATIC, RECTANGLE, 410.0, 110.0, 425.0, 204.0]	634	3	13	13	"E"	2	Fixation: 983 ms	13	"E"	0,61	4	1	1	1	"RIGHT"	[ 15]	[STATIC, RECTANGLE, 447.0, 110.0, 470.0, 204.0]	15	"N"	1	15	RIGHT	[ 15]	15	N	15	96	827,20	0,96	16	13	P20	1	-1	1327
"P20"	1	105	7	[ 15]	[STATIC, RECTANGLE, 447.0, 110.0, 470.0, 204.0]	345	2	15	15	"N"	1	Fixation: 1321 ms	15	"N"	0,15	0	1	1	1	"RIGHT"	[ 7]	[STATIC, RECTANGLE, 312.0, 110.0, 335.0, 204.0]	7	"B"	1	7	LEFT	[ 6]	6	E	6	30	196,09	3,11	13	13	P20	1	-1	1327
"P20"	1	323	8	[ 7]	[STATIC, RECTANGLE, 312.0, 110.0, 335.0, 204.0]	466	2	7	7	"B"	1	Fixation: 1456 ms	7	"B"	0,20	0	1	1	1	"RIGHT"	[ 15]	[STATIC, RECTANGLE, 447.0, 110.0, 470.0, 204.0]	15	"N"	2	15	RIGHT	[ 15]	15	N	15	27	200,87	3,02	15	13	P20	1	-1	1327
"P20"	1	240	9	[ 15]	[STATIC, RECTANGLE, 447.0, 110.0, 470.0, 204.0]	345	2	15	15	"N"	2	Fixation: 1806 ms	15	"N"	0,20	7	1	1	1	"RIGHT"	[ 13]	[STATIC, RECTANGLE, 410.0, 110.0, 425.0, 204.0]	13	"E"	3	13	LEFT	[ 12]	12	D	12	18	94,57	1,13	7	13	P20	1	-1	1327
"P20"	1	237	10	[ 13]	[STATIC, RECTANGLE, 410.0, 110.0, 425.0, 204.0]	634	3	13	13	"E"	3	Fixation: 2064 ms	13	"E"	0,06	4	1	1	1	"RIGHT"	[ 16]	[STATIC, RECTANGLE, 470.0, 110.0, 495.0, 204.0]	16	"U"	2	16	RIGHT	[ 16]	16	U	16	22	109,93	1,56	15	13	P20	1	-1	1327
