"RECORDING_SESSION_LABEL"	"TRIAL_INDEX"	"CURRENT_FIX_DURATION"	"CURRENT_FIX_INDEX"	"CURRENT_FIX_INTEREST_AREAS"	"CURRENT_FIX_INTEREST_AREA_DATA"	"CURRENT_FIX_INTEREST_AREA_DWELL_TIME"	"CURRENT_FIX_INTEREST_AREA_FIX_COUNT"	"CURRENT_FIX_INTEREST_AREA_ID"	"CURRENT_FIX_INTEREST_AREA_INDEX"	"CURRENT_FIX_INTEREST_AREA_LABEL"	"CURRENT_FIX_INTEREST_AREA_RUN_ID"	"CURRENT_FIX_LABEL"	"CURRENT_FIX_NEAREST_INTEREST_AREA"	"CURRENT_FIX_NEAREST_INTEREST_AREA_LABEL"	"CURRENT_FIX_NEAREST_INTEREST_AREA_DISTANCE"	"CURRENT_FIX_REFIX_INTEREST_AREA"	"CURRENT_FIX_REFIX_PREV_INTEREST_AREA"	"CURRENT_FIX_RUN_INDEX"	"CURRENT_FIX_RUN_SIZE"	"EYE_USED"	"NEXT_FIX_INTEREST_AREAS"	"NEXT_FIX_INTEREST_AREA_DATA"	"NEXT_FIX_INTEREST_AREA_ID"	"NEXT_FIX_INTEREST_AREA_LABEL"	"NEXT_FIX_INTEREST_AREA_RUN_ID"	"NEXT_FIX_INTEREST_AREA_INDEX"	"NEXT_SAC_DIRECTION"	"NEXT_SAC_END_INTEREST_AREAS"	"NEXT_SAC_END_INTEREST_AREA_ID"	"NEXT_SAC_END_INTEREST_AREA_LABEL"	"NEXT_SAC_END_INTEREST_AREA_INDEX"	"NEXT_SAC_DURATION"	"NEXT_SAC_PEAK_VELOCITY"	"NEXT_SAC_AMPLITUDE"	"PREVIOUS_FIX_INTEREST_AREA_ID"	"TRIAL_FIXATION_TOTAL"	"Session_Name_"	"Trial_Index_"	"paragraphid"	"speechid"
"P08"	1	206	1	[ ]	.	.	.	.	.	.	.	Fixation: 7 ms	16	"U"	12,53	.	.	.	.	"LEFT"	[ 11]	[STATIC, RECTANGLE, 380.0, 138.0, 395.0, 176.0]	11	"N"	1	11	LEFT	[ 10]	10	Y	10	108	403,25	14,19	.	3	P08	1	-1	1327
"P08"	1	166	2	[ 11]	[STATIC, RECTANGLE, 380.0, 138.0, 395.0, 176.0]	166	1	11	11	"N"	1	Fixation: 321 ms	11	"N"	0,31	0	0	1	1	"LEFT"	[ 5]	[STATIC, RECTANGLE, 275.0, 138.0, 290.0, 176.0]	5	"L"	1	5	LEFT	[ 5]	5	L	5	25	132,39	2,15	.	3	P08	1	-1	1327
"P08"	1	174	3	[ 5]	[STATIC, RECTANGLE, 275.0, 138.0, 290.0, 176.0]	174	1	5	5	"L"	1	Fixation: 512 ms	5	"L"	0,35	0	1	1	1	"LEFT"	.	.	.	.	.	.	.	.	.	.	.	.	.	.	11	3	P08	1	-1	1327
"P08"	2	251	1	[ ]	.	.	.	.	.	.	.	Fixation: 7 ms	14	"!"	13,81	.	.	.	.	"LEFT"	[ ]	.	.	.	.	.	LEFT	[ ]	.	.	.	58	407,67	14,75	.	3	P08	2	0	1327
"P08"	2	155	2	[ ]	.	.	.	.	.	.	.	Fixation: 316 ms	9	"a"	0,67	.	.	.	.	"LEFT"	[ 6]	[STATIC, RECTANGLE, 290.0, 137.0, 305.0, 181.0]	6	"l"	1	6	LEFT	[ 6]	6	l	6	19	107,20	1,49	.	3	P08	2	0	1327
"P08"	2	291	3	[ 6]	[STATIC, RECTANGLE, 290.0, 137.0, 305.0, 181.0]	291	1	6	6	"l"	1	Fixation: 490 ms	6	"l"	0,18	0	0	1	1	"LEFT"	.	.	.	.	.	.	RIGHT	[ ]	.	.	.	157	449,66	15,81	.	3	P08	2	0	1327
"P08"	3	229	1	[ ]	.	.	.	.	.	.	.	Fixation: 7 ms	118	"t"	6,58	.	.	.	.	"LEFT"	[ 15]	[STATIC, RECTANGLE, 455.0, 135.0, 470.0, 204.0]	15	"d"	1	15	LEFT	[ 14]	14	e	14	62	351,17	13,28	.	5	P08	3	1	1327
"P08"	3	103	2	[ 15]	[STATIC, RECTANGLE, 455.0, 135.0, 470.0, 204.0]	103	1	15	15	"d"	1	Fixation: 298 ms	15	"d"	0,09	0	0	1	1	"LEFT"	[ 8]	[STATIC, RECTANGLE, 335.0, 135.0, 350.0, 204.0]	8	"e"	1	8	LEFT	[ 8]	8	e	8	30	125,39	2,34	.	5	P08	3	1	1327
"P08"	3	219	3	[ 8]	[STATIC, RECTANGLE, 335.0, 135.0, 350.0, 204.0]	219	1	8	8	"e"	1	Fixation: 431 ms	8	"e"	0,38	0	1	1	1	"LEFT"	[ 33]	[STATIC, RECTANGLE, 807.0, 135.0, 830.0, 204.0]	33	"f"	1	33	RIGHT	[ 33]	33	f	33	46	334,18	9,66	15	5	P08	3	1	1327
"P08"	3	214	4	[ 33]	[STATIC, RECTANGLE, 807.0, 135.0, 830.0, 204.0]	214	1	33	33	"f"	1	Fixation: 696 ms	33	"f"	0,69	0	0	1	1	"LEFT"	[ 44]	[STATIC, RECTANGLE, 1010.0, 135.0, 1025.0, 204.0]	44	"e"	1	44	RIGHT	[ 43]	43	d	43	30	204,23	3,62	8	5	P08	3	1	1327
