"RECORDING_SESSION_LABEL"	"TRIAL_INDEX"	"CURRENT_FIX_DURATION"	"CURRENT_FIX_INDEX"	"CURRENT_FIX_INTEREST_AREAS"	"CURRENT_FIX_INTEREST_AREA_DATA"	"CURRENT_FIX_INTEREST_AREA_DWELL_TIME"	"CURRENT_FIX_INTEREST_AREA_FIX_COUNT"	"CURRENT_FIX_INTEREST_AREA_ID"	"CURRENT_FIX_INTEREST_AREA_INDEX"	"CURRENT_FIX_INTEREST_AREA_LABEL"	"CURRENT_FIX_INTEREST_AREA_RUN_ID"	"CURRENT_FIX_LABEL"	"CURRENT_FIX_NEAREST_INTEREST_AREA"	"CURRENT_FIX_NEAREST_INTEREST_AREA_LABEL"	"CURRENT_FIX_NEAREST_INTEREST_AREA_DISTANCE"	"CURRENT_FIX_REFIX_INTEREST_AREA"	"CURRENT_FIX_REFIX_PREV_INTEREST_AREA"	"CURRENT_FIX_RUN_INDEX"	"CURRENT_FIX_RUN_SIZE"	"EYE_USED"	"NEXT_FIX_INTEREST_AREAS"	"NEXT_FIX_INTEREST_AREA_DATA"	"NEXT_FIX_INTEREST_AREA_ID"	"NEXT_FIX_INTEREST_AREA_LABEL"	"NEXT_FIX_INTEREST_AREA_RUN_ID"	"NEXT_FIX_INTEREST_AREA_INDEX"	"NEXT_SAC_DIRECTION"	"NEXT_SAC_END_INTEREST_AREAS"	"NEXT_SAC_END_INTEREST_AREA_ID"	"NEXT_SAC_END_INTEREST_AREA_LABEL"	"NEXT_SAC_END_INTEREST_AREA_INDEX"	"NEXT_SAC_DURATION"	"NEXT_SAC_PEAK_VELOCITY"	"NEXT_SAC_AMPLITUDE"	"PREVIOUS_FIX_INTEREST_AREA_ID"	"TRIAL_FIXATION_TOTAL"	"Session_Name_"	"Trial_Index_"	"paragraphid"	"speechid"
"P34"	1	276	1	[ ]	.	.	.	.	.	.	.	Fixation: 7 ms	16	"U"	12,89	.	.	.	.	"RIGHT"	[ ]	.	.	.	.	.	LEFT	[ ]	.	.	.	60	380,17	13,90	.	3	P34	1	-1	1327
"P34"	1	167	2	[ ]	.	.	.	.	.	.	.	Fixation: 343 ms	8	"E"	1,73	.	.	.	.	"RIGHT"	[ ]	.	.	.	.	.	UP	[ ]	.	.	.	18	81,48	1,26	.	3	P34	1	-1	1327
"P34"	1	167	3	[ ]	.	.	.	.	.	.	.	Fixation: 528 ms	7	"B"	0,65	.	.	.	.	"RIGHT"	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	3	P34	1	-1	1327
"P34"	2	544	1	[ ]	.	.	.	.	.	.	.	Fixation: 7 ms	14	"!"	13,66	.	.	.	.	"RIGHT"	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	1	P34	2	0	1327
"P34"	3	271	1	[ ]	.	.	.	.	.	.	.	Fixation: 7 ms	118	"t"	6,20	.	.	.	.	"RIGHT"	[ ]	.	.	.	.	.	LEFT	[ ]	.	.	.	46	232,49	6,03	.	3	P34	3	1	1327
"P34"	3	170	2	[ ]	.	.	.	.	.	.	.	Fixation: 324 ms	107	"o"	1,92	.	.	.	.	"RIGHT"	[ 111]	[STATIC, RECTANGLE, 815.0, 204.0, 837.0, 297.0]	111	"m"	1	111	UP	[ 110]	110	o	110	27	91,61	1,92	.	3	P34	3	1	1327
"P34"	3	186	3	[ 111]	[STATIC, RECTANGLE, 815.0, 204.0, 837.0, 297.0]	186	1	111	111	"m"	1	Fixation: 521 ms	111	"m"	0,61	0	0	1	1	"RIGHT"	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	3	P34	3	1	1327
"P34"	4	305	1	[ ]	.	.	.	.	.	.	.	Fixation: 7 ms	208	"r"	4,71	.	.	.	.	"RIGHT"	[ 204]	[STATIC, RECTANGLE, 882.0, 297.0, 905.0, 366.0]	204	"i"	1	204	UP	[ 205]	205	k	205	31	202,89	4,11	.	3	P34	4	2	1327
"P34"	4	207	2	[ 204]	[STATIC, RECTANGLE, 882.0, 297.0, 905.0, 366.0]	207	1	204	204	"i"	1	Fixation: 343 ms	204	"i"	0,51	0	0	1	1	"RIGHT"	[ 207]	[STATIC, RECTANGLE, 935.0, 297.0, 957.0, 366.0]	207	"e"	1	207	RIGHT	[ 207]	207	e	207	14	68,04	0,88	.	3	P34	4	2	1327
"P34"	4	197	3	[ 207]	[STATIC, RECTANGLE, 935.0, 297.0, 957.0, 366.0]	197	1	207	207	"e"	1	Fixation: 564 ms	207	"e"	0,33	0	0	1	1	"RIGHT"	.	.	.	.	.	.	.	.	.	.	.	.	.	.	204	3	P34	4	2	1327
"P34"	5	313	1	[ ]	.	.	.	.	.	.	.	Fixation: 7 ms	368	"y"	0,84	.	.	.	.	"RIGHT"	[ 279]	[STATIC, RECTANGLE, 830.0, 393.0, 845.0, 489.0]	279	"æ"	1	279	LEFT	[ 278]	278	t	278	39	137,22	3,92	.	18	P34	5	3	1327
"P34"	5	289	2	[ 279]	[STATIC, RECTANGLE, 830.0, 393.0, 845.0, 489.0]	289	1	279	279	"æ"	1	Fixation: 359 ms	279	"æ"	0,56	0	0	1	1	"RIGHT"	[ 260]	[STATIC, RECTANGLE, 477.0, 393.0, 500.0, 489.0]	260	"s"	1	260	LEFT	[ 260]	260	s	260	49	234,56	7,00	.	18	P34	5	3	1327
"P34"	5	323	3	[ 260]	[STATIC, RECTANGLE, 477.0, 393.0, 500.0, 489.0]	323	1	260	260	"s"	1	Fixation: 697 ms	260	"s"	0,42	0	1	1	1	"RIGHT"	[ 180]	[STATIC, RECTANGLE, 530.0, 298.0, 545.0, 393.0]	180	"e"	1	180	UP	[ 180]	180	e	180	28	118,53	2,31	279	18	P34	5	3	1327
"P34"	5	196	4	[ 180]	[STATIC, RECTANGLE, 530.0, 298.0, 545.0, 393.0]	196	1	180	180	"e"	1	Fixation: 1048 ms	180	"e"	0,62	0	1	1	1	"RIGHT"	[ 85, 407]	[STATIC, RECTANGLE, 297.0, 204.0, 320.0, 298.0]	85	"h"	1	85	LEFT	[ 84, 407]	84	g	84	48	144,84	5,10	260	18	P34	5	3	1327
"P34"	5	136	5	[ 85, 407]	[STATIC, RECTANGLE, 297.0, 204.0, 320.0, 298.0]	136	1	85	85	"h"	1	Fixation: 1292 ms	85	"h"	0,19	0	1	1	1	"RIGHT"	[ 2, 393]	[STATIC, RECTANGLE, 215.0, 136.0, 230.0, 204.0]	2	"J"	1	2	UP	[ 3, 394]	3	a	3	23	106,82	1,81	180	18	P34	5	3	1327
"P34"	5	213	6	[ 2, 393]	[STATIC, RECTANGLE, 215.0, 136.0, 230.0, 204.0]	213	1	2	2	"J"	1	Fixation: 1451 ms	2	"J"	0,19	0	1	1	1	"RIGHT"	[ 88]	[STATIC, RECTANGLE, 350.0, 204.0, 365.0, 298.0]	88	"d"	1	88	RIGHT	[ 88]	88	d	88	28	195,66	3,39	85	18	P34	5	3	1327
"P34"	5	186	7	[ 88]	[STATIC, RECTANGLE, 350.0, 204.0, 365.0, 298.0]	186	1	88	88	"d"	1	Fixation: 1692 ms	88	"d"	0,83	0	1	1	1	"RIGHT"	[ 97, 419]	[STATIC, RECTANGLE, 500.0, 204.0, 515.0, 298.0]	97	"l"	1	97	RIGHT	[ 97]	97	l	97	26	168,91	2,63	2	18	P34	5	3	1327
"P34"	5	337	8	[ 97, 419]	[STATIC, RECTANGLE, 500.0, 204.0, 515.0, 298.0]	337	1	97	97	"l"	1	Fixation: 1904 ms	97	"l"	0,08	0	1	1	1	"RIGHT"	[ 189]	[STATIC, RECTANGLE, 687.0, 298.0, 710.0, 393.0]	189	"e"	1	189	RIGHT	[ 189]	189	e	189	164	187,05	4,36	88	18	P34	5	3	1327
"P34"	5	167	9	[ 189]	[STATIC, RECTANGLE, 687.0, 298.0, 710.0, 393.0]	167	1	189	189	"e"	1	Fixation: 2405 ms	189	"e"	0,81	0	1	1	1	"RIGHT"	[ 109]	[STATIC, RECTANGLE, 725.0, 204.0, 740.0, 298.0]	109	"o"	1	109	.	[ 108]	108	n	108	8	44,01	0,46	97	18	P34	5	3	1327
"P34"	5	208	10	[ 109]	[STATIC, RECTANGLE, 725.0, 204.0, 740.0, 298.0]	208	1	109	109	"o"	1	Fixation: 2580 ms	109	"o"	0,80	0	1	1	1	"RIGHT"	[ 211]	[STATIC, RECTANGLE, 1100.0, 298.0, 1115.0, 393.0]	211	"l"	1	211	RIGHT	[ 212]	212	l	212	45	289,14	8,02	189	18	P34	5	3	1327
"P34"	5	191	11	[ 211]	[STATIC, RECTANGLE, 1100.0, 298.0, 1115.0, 393.0]	191	1	211	211	"l"	1	Fixation: 2833 ms	211	"l"	0,84	0	1	1	1	"RIGHT"	[ 215]	[STATIC, RECTANGLE, 1167.0, 298.0, 1197.0, 393.0]	215	""	1	215	RIGHT	[ 215]	215		215	18	80,45	1,14	109	18	P34	5	3	1327
"P34"	5	173	12	[ 215]	[STATIC, RECTANGLE, 1167.0, 298.0, 1197.0, 393.0]	173	1	215	215	""	1	Fixation: 3042 ms	215	""	0,53	0	1	1	1	"RIGHT"	[ 125]	[STATIC, RECTANGLE, 1025.0, 204.0, 1040.0, 298.0]	125	"n"	1	125	LEFT	[ 209]	209	p	209	187	214,30	2,48	211	18	P34	5	3	1327
"P34"	5	310	13	[ 125]	[STATIC, RECTANGLE, 1025.0, 204.0, 1040.0, 298.0]	310	1	125	125	"n"	1	Fixation: 3402 ms	125	"n"	0,90	0	1	1	1	"RIGHT"	[ 119]	[STATIC, RECTANGLE, 905.0, 204.0, 920.0, 298.0]	119	"d"	1	119	LEFT	[ 117]	117	i	117	28	184,28	2,99	215	18	P34	5	3	1327
"P34"	5	359	14	[ 119]	[STATIC, RECTANGLE, 905.0, 204.0, 920.0, 298.0]	359	1	119	119	"d"	1	Fixation: 3740 ms	119	"d"	0,62	0	1	1	1	"RIGHT"	[ 204]	[STATIC, RECTANGLE, 965.0, 298.0, 980.0, 393.0]	204	"r"	1	204	DOWN	[ 204]	204	r	204	22	107,45	1,90	125	18	P34	5	3	1327
"P34"	5	398	15	[ 204]	[STATIC, RECTANGLE, 965.0, 298.0, 980.0, 393.0]	656	2	204	204	"r"	1	Fixation: 4121 ms	204	"r"	0,43	0	1	1	2	"RIGHT"	[ 204]	[STATIC, RECTANGLE, 965.0, 298.0, 980.0, 393.0]	204	"r"	1	204	UP	[ 204]	204	r	204	17	77,07	1,17	119	18	P34	5	3	1327
"P34"	5	258	16	[ 204]	[STATIC, RECTANGLE, 965.0, 298.0, 980.0, 393.0]	656	2	204	204	"r"	1	Fixation: 4536 ms	204	"r"	0,62	0	1	2	2	"RIGHT"	[ 207]	[STATIC, RECTANGLE, 1025.0, 298.0, 1047.0, 393.0]	207	"i"	1	207	RIGHT	[ 207]	207	i	207	18	74,36	1,12	204	18	P34	5	3	1327
"P34"	5	145	17	[ 207]	[STATIC, RECTANGLE, 1025.0, 298.0, 1047.0, 393.0]	145	1	207	207	"i"	1	Fixation: 4812 ms	207	"i"	0,93	0	1	1	1	"RIGHT"	[ 291]	[STATIC, RECTANGLE, 1055.0, 393.0, 1070.0, 489.0]	291	"o"	1	291	DOWN	[ 293]	293	l	293	153	157,43	3,21	204	18	P34	5	3	1327
