"RECORDING_SESSION_LABEL"	"TRIAL_INDEX"	"CURRENT_FIX_DURATION"	"CURRENT_FIX_INDEX"	"CURRENT_FIX_INTEREST_AREAS"	"CURRENT_FIX_INTEREST_AREA_DATA"	"CURRENT_FIX_INTEREST_AREA_DWELL_TIME"	"CURRENT_FIX_INTEREST_AREA_FIX_COUNT"	"CURRENT_FIX_INTEREST_AREA_ID"	"CURRENT_FIX_INTEREST_AREA_INDEX"	"CURRENT_FIX_INTEREST_AREA_LABEL"	"CURRENT_FIX_INTEREST_AREA_RUN_ID"	"CURRENT_FIX_LABEL"	"CURRENT_FIX_NEAREST_INTEREST_AREA"	"CURRENT_FIX_NEAREST_INTEREST_AREA_LABEL"	"CURRENT_FIX_NEAREST_INTEREST_AREA_DISTANCE"	"CURRENT_FIX_REFIX_INTEREST_AREA"	"CURRENT_FIX_REFIX_PREV_INTEREST_AREA"	"CURRENT_FIX_RUN_INDEX"	"CURRENT_FIX_RUN_SIZE"	"EYE_USED"	"NEXT_FIX_INTEREST_AREAS"	"NEXT_FIX_INTEREST_AREA_DATA"	"NEXT_FIX_INTEREST_AREA_ID"	"NEXT_FIX_INTEREST_AREA_LABEL"	"NEXT_FIX_INTEREST_AREA_RUN_ID"	"NEXT_FIX_INTEREST_AREA_INDEX"	"NEXT_SAC_DIRECTION"	"NEXT_SAC_END_INTEREST_AREAS"	"NEXT_SAC_END_INTEREST_AREA_ID"	"NEXT_SAC_END_INTEREST_AREA_LABEL"	"NEXT_SAC_END_INTEREST_AREA_INDEX"	"NEXT_SAC_DURATION"	"NEXT_SAC_PEAK_VELOCITY"	"NEXT_SAC_AMPLITUDE"	"PREVIOUS_FIX_INTEREST_AREA_ID"	"TRIAL_FIXATION_TOTAL"	"Session_Name_"	"Trial_Index_"	"paragraphid"	"speechid"
"P21"	1	582	1	[ ]	.	.	.	.	.	.	.	Fixation: 7 ms	16	"U"	12,61	.	.	.	.	"RIGHT"	[ ]	.	.	.	.	.	LEFT	[ ]	.	.	.	56	431,57	15,13	.	41	P21	1	-1	1327
"P21"	1	112	2	[ ]	.	.	.	.	.	.	.	Fixation: 645 ms	7	"B"	0,75	.	.	.	.	"RIGHT"	[ 4]	[STATIC, RECTANGLE, 260.0, 138.0, 275.0, 176.0]	4	"A"	1	4	LEFT	[ 4]	4	A	4	20	93,40	1,29	.	41	P21	1	-1	1327
"P21"	1	147	3	[ 4]	[STATIC, RECTANGLE, 260.0, 138.0, 275.0, 176.0]	1166	4	4	4	"A"	1	Fixation: 777 ms	4	"A"	0,39	0	0	1	1	"RIGHT"	[ 3]	[STATIC, RECTANGLE, 237.0, 138.0, 260.0, 176.0]	3	"T"	1	3	.	[ 3]	3	T	3	9	39,75	0,40	.	41	P21	1	-1	1327
"P21"	1	334	4	[ 3]	[STATIC, RECTANGLE, 237.0, 138.0, 260.0, 176.0]	871	3	3	3	"T"	1	Fixation: 933 ms	3	"T"	0,29	0	1	1	1	"RIGHT"	[ 11]	[STATIC, RECTANGLE, 380.0, 138.0, 395.0, 176.0]	11	"N"	1	11	RIGHT	[ 11]	11	N	11	26	176,17	2,82	4	41	P21	1	-1	1327
"P21"	1	255	5	[ 11]	[STATIC, RECTANGLE, 380.0, 138.0, 395.0, 176.0]	1226	3	11	11	"N"	1	Fixation: 1293 ms	11	"N"	0,30	0	0	1	1	"RIGHT"	[ 10]	[STATIC, RECTANGLE, 365.0, 138.0, 380.0, 176.0]	10	"Y"	1	10	.	[ ]	.	.	.	7	34,85	0,29	3	41	P21	1	-1	1327
"P21"	1	214	6	[ 10]	[STATIC, RECTANGLE, 365.0, 138.0, 380.0, 176.0]	418	2	10	10	"Y"	1	Fixation: 1555 ms	10	"Y"	0,33	0	1	1	1	"RIGHT"	[ 16]	[STATIC, RECTANGLE, 470.0, 138.0, 495.0, 176.0]	16	"U"	1	16	RIGHT	[ 15]	15	N	15	21	121,58	1,79	11	41	P21	1	-1	1327
"P21"	1	1223	7	[ 16]	[STATIC, RECTANGLE, 470.0, 138.0, 495.0, 176.0]	1223	1	16	16	"U"	1	Fixation: 1790 ms	16	"U"	0,33	0	0	1	1	"RIGHT"	[ 15]	[STATIC, RECTANGLE, 447.0, 138.0, 470.0, 176.0]	15	"N"	1	15	LEFT	[ 15]	15	N	15	94	688,73	0,51	10	41	P21	1	-1	1327
"P21"	1	287	8	[ 15]	[STATIC, RECTANGLE, 447.0, 138.0, 470.0, 176.0]	1439	5	15	15	"N"	1	Fixation: 3107 ms	15	"N"	0,08	0	1	1	1	"RIGHT"	[ 10]	[STATIC, RECTANGLE, 365.0, 138.0, 380.0, 176.0]	10	"Y"	2	10	LEFT	[ 10]	10	Y	10	20	98,81	1,53	16	41	P21	1	-1	1327
"P21"	1	204	9	[ 10]	[STATIC, RECTANGLE, 365.0, 138.0, 380.0, 176.0]	418	2	10	10	"Y"	2	Fixation: 3414 ms	10	"Y"	0,16	6	1	1	1	"RIGHT"	[ 4]	[STATIC, RECTANGLE, 260.0, 138.0, 275.0, 176.0]	4	"A"	2	4	LEFT	[ 3]	3	T	3	27	135,64	2,24	15	41	P21	1	-1	1327
"P21"	1	313	10	[ 4]	[STATIC, RECTANGLE, 260.0, 138.0, 275.0, 176.0]	1166	4	4	4	"A"	2	Fixation: 3645 ms	4	"A"	0,09	3	1	1	1	"RIGHT"	[ 15]	[STATIC, RECTANGLE, 447.0, 138.0, 470.0, 176.0]	15	"N"	2	15	RIGHT	[ 15]	15	N	15	31	200,38	3,60	10	41	P21	1	-1	1327
