"RECORDING_SESSION_LABEL"	"TRIAL_INDEX"	"CURRENT_FIX_DURATION"	"CURRENT_FIX_INDEX"	"CURRENT_FIX_INTEREST_AREAS"	"CURRENT_FIX_INTEREST_AREA_DATA"	"CURRENT_FIX_INTEREST_AREA_DWELL_TIME"	"CURRENT_FIX_INTEREST_AREA_FIX_COUNT"	"CURRENT_FIX_INTEREST_AREA_ID"	"CURRENT_FIX_INTEREST_AREA_INDEX"	"CURRENT_FIX_INTEREST_AREA_LABEL"	"CURRENT_FIX_INTEREST_AREA_RUN_ID"	"CURRENT_FIX_LABEL"	"CURRENT_FIX_NEAREST_INTEREST_AREA"	"CURRENT_FIX_NEAREST_INTEREST_AREA_LABEL"	"CURRENT_FIX_NEAREST_INTEREST_AREA_DISTANCE"	"CURRENT_FIX_REFIX_INTEREST_AREA"	"CURRENT_FIX_REFIX_PREV_INTEREST_AREA"	"CURRENT_FIX_RUN_INDEX"	"CURRENT_FIX_RUN_SIZE"	"EYE_USED"	"NEXT_FIX_INTEREST_AREAS"	"NEXT_FIX_INTEREST_AREA_DATA"	"NEXT_FIX_INTEREST_AREA_ID"	"NEXT_FIX_INTEREST_AREA_LABEL"	"NEXT_FIX_INTEREST_AREA_RUN_ID"	"NEXT_FIX_INTEREST_AREA_INDEX"	"NEXT_SAC_DIRECTION"	"NEXT_SAC_END_INTEREST_AREAS"	"NEXT_SAC_END_INTEREST_AREA_ID"	"NEXT_SAC_END_INTEREST_AREA_LABEL"	"NEXT_SAC_END_INTEREST_AREA_INDEX"	"NEXT_SAC_DURATION"	"NEXT_SAC_PEAK_VELOCITY"	"NEXT_SAC_AMPLITUDE"	"PREVIOUS_FIX_INTEREST_AREA_ID"	"TRIAL_FIXATION_TOTAL"	"Session_Name_"	"Trial_Index_"	"paragraphid"	"speechid"
"P39"	1	245	1	[ ]	.	.	.	.	.	.	.	Fixation: 7 ms	16	"U"	12,43	.	.	.	.	"RIGHT"	[ 12]	[STATIC, RECTANGLE, 395.0, 110.0, 410.0, 204.0]	12	"D"	1	12	LEFT	[ ]	.	.	.	58	311,71	11,31	.	15	P39	1	-1	1327
"P39"	1	206	2	[ 12]	[STATIC, RECTANGLE, 395.0, 110.0, 410.0, 204.0]	206	1	12	12	"D"	1	Fixation: 443 ms	12	"D"	0,44	0	0	1	1	"RIGHT"	[ 2]	[STATIC, RECTANGLE, 215.0, 110.0, 237.0, 204.0]	2	"Y"	1	2	LEFT	[ 2]	2	Y	2	36	151,19	3,45	.	15	P39	1	-1	1327
"P39"	1	150	3	[ 2]	[STATIC, RECTANGLE, 215.0, 110.0, 237.0, 204.0]	150	1	2	2	"Y"	1	Fixation: 685 ms	2	"Y"	0,24	0	1	1	1	"RIGHT"	[ 1]	[STATIC, RECTANGLE, 190.0, 110.0, 215.0, 204.0]	1	"N"	1	1	.	[ 2]	2	Y	2	8	50,65	0,43	12	15	P39	1	-1	1327
"P39"	1	961	4	[ 1]	[STATIC, RECTANGLE, 190.0, 110.0, 215.0, 204.0]	1144	2	1	1	"N"	1	Fixation: 843 ms	1	"N"	0,37	0	1	1	1	"RIGHT"	[ 3]	[STATIC, RECTANGLE, 237.0, 110.0, 260.0, 204.0]	3	"T"	1	3	RIGHT	[ 4]	4	A	4	19	102,10	1,28	2	15	P39	1	-1	1327
"P39"	1	375	5	[ 3]	[STATIC, RECTANGLE, 237.0, 110.0, 260.0, 204.0]	606	2	3	3	"T"	1	Fixation: 1823 ms	3	"T"	0,59	0	1	1	1	"RIGHT"	[ 9]	[STATIC, RECTANGLE, 350.0, 110.0, 365.0, 204.0]	9	"G"	1	9	RIGHT	[ 9]	9	G	9	21	147,38	2,09	1	15	P39	1	-1	1327
"P39"	1	251	6	[ 9]	[STATIC, RECTANGLE, 350.0, 110.0, 365.0, 204.0]	589	2	9	9	"G"	1	Fixation: 2219 ms	9	"G"	0,30	0	1	1	1	"RIGHT"	[ 13]	[STATIC, RECTANGLE, 410.0, 110.0, 425.0, 204.0]	13	"E"	1	13	RIGHT	[ 14]	14	R	14	21	91,09	1,43	3	15	P39	1	-1	1327
"P39"	1	312	7	[ 13]	[STATIC, RECTANGLE, 410.0, 110.0, 425.0, 204.0]	312	1	13	13	"E"	1	Fixation: 2491 ms	13	"E"	0,03	0	0	1	1	"RIGHT"	[ 9]	[STATIC, RECTANGLE, 350.0, 110.0, 365.0, 204.0]	9	"G"	2	9	LEFT	[ 9]	9	G	9	23	74,10	1,26	9	15	P39	1	-1	1327
"P39"	1	338	8	[ 9]	[STATIC, RECTANGLE, 350.0, 110.0, 365.0, 204.0]	589	2	9	9	"G"	2	Fixation: 2826 ms	9	"G"	0,07	6	1	1	1	"RIGHT"	[ 1]	[STATIC, RECTANGLE, 190.0, 110.0, 215.0, 204.0]	1	"N"	2	1	LEFT	[ 1]	1	N	1	37	163,25	3,31	13	15	P39	1	-1	1327
"P39"	1	183	9	[ 1]	[STATIC, RECTANGLE, 190.0, 110.0, 215.0, 204.0]	1144	2	1	1	"N"	2	Fixation: 3201 ms	1	"N"	0,43	4	1	1	1	"RIGHT"	[ 3]	[STATIC, RECTANGLE, 237.0, 110.0, 260.0, 204.0]	3	"T"	2	3	RIGHT	[ 3]	3	T	3	24	104,97	1,01	9	15	P39	1	-1	1327
"P39"	1	231	10	[ 3]	[STATIC, RECTANGLE, 237.0, 110.0, 260.0, 204.0]	606	2	3	3	"T"	2	Fixation: 3408 ms	3	"T"	0,28	5	1	1	1	"RIGHT"	[ 5]	[STATIC, RECTANGLE, 275.0, 110.0, 290.0, 204.0]	5	"L"	1	5	LEFT	[ 1]	1	N	1	13	62,36	0,78	1	15	P39	1	-1	1327
"P39"	1	164	11	[ 5]	[STATIC, RECTANGLE, 275.0, 110.0, 290.0, 204.0]	164	1	5	5	"L"	1	Fixation: 3744 ms	5	"L"	0,58	0	1	1	1	"RIGHT"	[ 14]	[STATIC, RECTANGLE, 425.0, 110.0, 447.0, 204.0]	14	"R"	1	14	RIGHT	[ 14]	14	R	14	46	208,50	3,13	3	15	P39	1	-1	1327
"P39"	1	168	12	[ 14]	[STATIC, RECTANGLE, 425.0, 110.0, 447.0, 204.0]	168	1	14	14	"R"	1	Fixation: 3954 ms	14	"R"	0,10	0	0	1	1	"RIGHT"	[ 16]	[STATIC, RECTANGLE, 470.0, 110.0, 495.0, 204.0]	16	"U"	1	16	RIGHT	[ 16]	16	U	16	21	94,49	1,07	5	15	P39	1	-1	1327
"P39"	1	646	13	[ 16]	[STATIC, RECTANGLE, 470.0, 110.0, 495.0, 204.0]	646	1	16	16	"U"	1	Fixation: 4143 ms	16	"U"	0,06	0	0	1	1	"RIGHT"	[ 8]	[STATIC, RECTANGLE, 335.0, 110.0, 350.0, 204.0]	8	"E"	1	8	LEFT	[ 8]	8	E	8	34	150,30	2,87	14	15	P39	1	-1	1327
"P39"	1	210	14	[ 8]	[STATIC, RECTANGLE, 335.0, 110.0, 350.0, 204.0]	210	1	8	8	"E"	1	Fixation: 4823 ms	8	"E"	0,12	0	1	1	1	"RIGHT"	[ ]	.	.	.	.	.	RIGHT	[ ]	.	.	.	609	400,46	4,32	16	15	P39	1	-1	1327
"P39"	1	123	15	[ ]	.	.	.	.	.	.	.	Fixation: 5642 ms	16	"U"	2,34	.	.	.	.	"RIGHT"	.	.	.	.	.	.	LEFT	[ 12]	12	D	12	41	212,34	3,03	8	15	P39	1	-1	1327
"P39"	2	181	1	[ ]	.	.	.	.	.	.	.	Fixation: 43 ms	14	"!"	12,87	.	.	.	.	"RIGHT"	[ ]	.	.	.	.	.	LEFT	[ ]	.	.	.	64	367,48	13,46	.	6	P39	2	0	1327
