Session_Name_	Trial_Index_	Trial_Recycled_	condition	text	question	expected_key	QUESTION_KEY_PRESSED	QUESTION_RT	QUESTION_ACCURACY	SENTENCE_RT	speechid	paragraphid	counterbalance	LAST_COUNTERBALANCE
P23	1	False	practice	"NY TALE BEGYNDER NU"	"NO QUESTION"	NA	.	-1	-1	3559	1327	-1	0	0
P23	2	False	practice	"Hej alle sammen!"	"NO QUESTION"	NA	.	-1	-1	1500	1327	0	0	0
P23	3	False	practice	"Som I allerede ved, vil vi om lidt tænde for et bål, der vil brænde et skab af – det skab, vi har følt os begrænset af, indelukket i, og som de fleste af os er brudt ud af for at kunne blive lykkeligere."	"NO QUESTION"	NA	.	-1	-1	15540	1327	1	0	0
P23	4	False	practice	"'Men skabe er da ganske praktiske til opbevaring af mangt og meget, ikke sandt?' Jo, opbevaring af værdier, det er rigtigt – men når vi først begynder at sætte spørgsmålstegn ved disse værdier, så føles skabet mere og mere trangt, for det kan ikke rumme vores ideer og følelser mere."	"NO QUESTION"	NA	.	-1	-1	15124	1327	2	0	0
P23	5	False	practice	"'Jamen hvad er der i det skab?' Der er en opfattelse af at kvinder og mænd skal tænke, føle, klæde sig og handle forskelligt – fordi nogle er kvinder og andre er mænd. Kønsroller kalder vi det. Men det rækker faktisk meget længere end bare til roller, vi spiller – rollerne invaderer vores tanker og vores følelser, så vi næsten ikke kan tænke uden for rollen, så længe skabet omslutter os, og i hvert fald først og fremmest føler vi må tage hensyn til dem, der er i skabet..."	"Spørgsmål:\nMener taleren at kønsroller både påvirker hvordan vi handler og tænker?"	1	1	6044	1	20026	1327	3	0	0
P23	6	False	practice	"Når vi endelig bryder ud af skabet og for alvor viser og siger det, der ikke passer i det normative skab, kan vi godt opleve negative reaktioner – men så sandelig også positive – for vi er jo slet ikke alene!"	"NO QUESTION"	NA	.	-1	-1	13811	1327	4	0	0
P23	7	False	practice	"Der er nemlig andre som ligner os mere eller mindre, vi er en broget og mangfoldig flok i alle aldre, hudfarver, kulturelle baggrunde, med og uden handicap, med og uden tro, af forskellig politisk overbevisning, og – vigtigst for os her: af flere forskellige kønsidentiteter og seksuelle orienteringer."	"NO QUESTION"	NA	.	-1	-1	15996	1327	5	0	0
P23	8	False	practice	"Fælles for os er, at vi er en regnbueminoritet i forhold til flertallets skab – men det betyder ikke at majoriteten har ret. Vi vil udefra informere om, at der er andre måder at se tingene på, tilbyde et alternativt syn på livet og verden, som kan hjælpe nogle – især børn og unge – ud af et skab, de mistrives i."	"Spørgsmål:\nMener taleren at minoriteter bør tie med deres verdenssyn?"	2	2	4484	1	15300	1327	6	0	0
P23	9	False	practice	"Lad os brænde skabet med normerne, så vi frigøres fra dem og får retten til at være dem, vi faktisk er!"	"NO QUESTION"	NA	.	-1	-1	5480	1327	7	0	0
P23	10	False	experiment	"NY TALE BEGYNDER NU"	"NO QUESTION"	NA	.	-1	-1	1434	1323	-1	8	8
P23	11	False	experiment	"Regn giver liv. Regn er rigtig godt for mange ting – men i små mængder. Det kan vi vist alle blive enige om efter en sommer med kloakvand i kældrene og oversvømmede marker så langt øjet rækker."	"NO QUESTION"	NA	.	-1	-1	9906	1323	0	8	8
P23	12	False	experiment	"Vi står lige nu over for en gigantisk udfordring med at tilpasse os fremtidens klima og håndtere de store regnmængder. Jeg tror, det er helt afgørende, at vi går til arbejdet med en åbenhed overfor nye ideer og nye partnerskaber. Ingen kommune, intet forsyningsselskab og ingen borger kan løse det her problem alene. Det har derfor været meget vigtigt for mig at kunne komme her i dag og starte dialogen med alle jer."	"NO QUESTION"	NA	.	-1	-1	18642	1323	1	8	8
P23	13	False	experiment	"Jeg kommer ikke med den helt store pose penge, som nogen af jer måske havde håbet på. Men jeg kommer heller ikke tomhændet: Jeg kommer med en ny regering, der strutter af energi og initiativlyst."	"NO QUESTION"	NA	.	-1	-1	7084	1323	2	8	8
P23	14	False	experiment	"Den tidligere regering har forsømt at handle på vores viden om klimaforandringer og deres konsekvenser. Den nye regering markerer et skift i tilgangen til at løse klimatilpasning – fra passiv vidensopsamling til at handle i fællesskab og dialog."	"NO QUESTION"	NA	.	-1	-1	10266	1323	3	8	8
