Session_Name_	Trial_Index_	Trial_Recycled_	condition	text	question	expected_key	QUESTION_KEY_PRESSED	QUESTION_RT	QUESTION_ACCURACY	SENTENCE_RT	speechid	paragraphid	counterbalance	LAST_COUNTERBALANCE
P16	1	False	practice	"NY TALE BEGYNDER NU"	"NO QUESTION"	NA	.	-1	-1	31564	1327	-1	0	0
P16	2	False	practice	"Hej alle sammen!"	"NO QUESTION"	NA	.	-1	-1	4134	1327	0	0	0
P16	3	False	practice	"Som I allerede ved, vil vi om lidt tænde for et bål, der vil brænde et skab af – det skab, vi har følt os begrænset af, indelukket i, og som de fleste af os er brudt ud af for at kunne blive lykkeligere."	"NO QUESTION"	NA	.	-1	-1	16308	1327	1	0	0
P16	4	False	practice	"'Men skabe er da ganske praktiske til opbevaring af mangt og meget, ikke sandt?' Jo, opbevaring af værdier, det er rigtigt – men når vi først begynder at sætte spørgsmålstegn ved disse værdier, så føles skabet mere og mere trangt, for det kan ikke rumme vores ideer og følelser mere."	"NO QUESTION"	NA	.	-1	-1	11715	1327	2	0	0
P16	5	False	practice	"'Jamen hvad er der i det skab?' Der er en opfattelse af at kvinder og mænd skal tænke, føle, klæde sig og handle forskelligt – fordi nogle er kvinder og andre er mænd. Kønsroller kalder vi det. Men det rækker faktisk meget længere end bare til roller, vi spiller – rollerne invaderer vores tanker og vores følelser, så vi næsten ikke kan tænke uden for rollen, så længe skabet omslutter os, og i hvert fald først og fremmest føler vi må tage hensyn til dem, der er i skabet..."	"Spørgsmål:\nMener taleren at kønsroller både påvirker hvordan vi handler og tænker?"	1	1	5654	1	18365	1327	3	0	0
P16	6	False	practice	"Når vi endelig bryder ud af skabet og for alvor viser og siger det, der ikke passer i det normative skab, kan vi godt opleve negative reaktioner – men så sandelig også positive – for vi er jo slet ikke alene!"	"NO QUESTION"	NA	.	-1	-1	9167	1327	4	0	0
P16	7	False	practice	"Der er nemlig andre som ligner os mere eller mindre, vi er en broget og mangfoldig flok i alle aldre, hudfarver, kulturelle baggrunde, med og uden handicap, med og uden tro, af forskellig politisk overbevisning, og – vigtigst for os her: af flere forskellige kønsidentiteter og seksuelle orienteringer."	"NO QUESTION"	NA	.	-1	-1	13803	1327	5	0	0
P16	8	False	practice	"Fælles for os er, at vi er en regnbueminoritet i forhold til flertallets skab – men det betyder ikke at majoriteten har ret. Vi vil udefra informere om, at der er andre måder at se tingene på, tilbyde et alternativt syn på livet og verden, som kan hjælpe nogle – især børn og unge – ud af et skab, de mistrives i."	"Spørgsmål:\nMener taleren at minoriteter bør tie med deres verdenssyn?"	2	2	2946	1	13451	1327	6	0	0
P16	9	False	practice	"Lad os brænde skabet med normerne, så vi frigøres fra dem og får retten til at være dem, vi faktisk er!"	"NO QUESTION"	NA	.	-1	-1	4614	1327	7	0	0
P16	10	False	experiment	"NY TALE BEGYNDER NU"	"NO QUESTION"	NA	.	-1	-1	2443	26682	-1	1	1
P16	11	False	experiment	"Kære studenter\nEt stort tillykke med jeres eksamen. I sidder nu her, som så mange før jer har gjort. I har med hårdt slid taget jeres studentereksamen, proppet jeres hoveder med viden og nu fortjener I at blive fejret. Nogle af jer ser måske også lidt trætte ud, men det skyldes måske ikke kun det hårde, faglige arbejde."	"NO QUESTION"	NA	.	-1	-1	8936	26682	0	1	1
P16	12	False	experiment	"I har været igennem 12-13 års skolegang hvor det meste har været lagt til rette for jer. Nu skal I til at bruge jeres viden, i første omgang til at vælge hvilken retning jeres tilværelse skal tage. For de fleste af jer er det nok første gang nogensinde, at der ikke er et oplagt valg for hvad I skal efter sommerferien."	"NO QUESTION"	NA	.	-1	-1	9779	26682	1	1	1
P16	13	False	experiment	"I bliver presset af ungdomsarbejdsløshed og Folketinget presser jer med fx SU-reform til at gå hurtigt i gang med videregående studier. Jeg håber, I føler, at vi har klædt jer godt på i løbet af jeres tre år på VK, så I har den viden og de kompetencer, der kræves for at træffe en god beslutning for jeres videre færd."	"NO QUESTION"	NA	.	-1	-1	12240	26682	2	1	1
P16	14	False	experiment	"Men viden - hvad er det egentlig, hvad vil det sige at vide noget og kunne noget her i 2013? Jeres bedsteforældres generation skulle lære kongerækken udenad, remser med Europas floder og byer, ja sågar salmevers. Jeg ved ikke hvor stærke I er i kongerækken – I er næppe blevet hørt i det, men for jer er viden noget andet. I lærer mindre udenad og det skyldes nok først og fremmest, at I er meget bevidste om, hvor let I har ved at slå faktuel viden op. Man kan let føle, at man ved alt, hvad internettet ved. Bare man har en smartphone, iPad eller computer, så kan man slå det op."	"NO QUESTION"	NA	.	-1	-1	22076	26682	3	1	1
P16	15	False	experiment	"De fleste af jer kender den situation, at læreren har stillet et spørgsmål. I selv eller en af kammeraterne har hurtigt googlet det og har fundet svaret, rakt hånden op og har svaret korrekt på lærerens spørgsmål. Man kan betragte den situation på flere måder: Snød I læreren? eller snød I jer selv? Eller var det i virkeligheden en rigtig fornuftig måde at løse opgaven på? "	"NO QUESTION"	NA	.	-1	-1	11853	26682	4	1	1
