Session_Name_	Trial_Index_	Trial_Recycled_	condition	text	question	expected_key	QUESTION_KEY_PRESSED	QUESTION_RT	QUESTION_ACCURACY	SENTENCE_RT	speechid	paragraphid	counterbalance	LAST_COUNTERBALANCE
P12	1	False	practice	"NY TALE BEGYNDER NU"	"NO QUESTION"	NA	.	-1	-1	4230	1327	-1	0	0
P12	2	False	practice	"Hej alle sammen!"	"NO QUESTION"	NA	.	-1	-1	4697	1327	0	0	0
P12	3	False	practice	"Som I allerede ved, vil vi om lidt tænde for et bål, der vil brænde et skab af – det skab, vi har følt os begrænset af, indelukket i, og som de fleste af os er brudt ud af for at kunne blive lykkeligere."	"NO QUESTION"	NA	.	-1	-1	13833	1327	1	0	0
P12	4	False	practice	"'Men skabe er da ganske praktiske til opbevaring af mangt og meget, ikke sandt?' Jo, opbevaring af værdier, det er rigtigt – men når vi først begynder at sætte spørgsmålstegn ved disse værdier, så føles skabet mere og mere trangt, for det kan ikke rumme vores ideer og følelser mere."	"NO QUESTION"	NA	.	-1	-1	14588	1327	2	0	0
P12	5	False	practice	"'Jamen hvad er der i det skab?' Der er en opfattelse af at kvinder og mænd skal tænke, føle, klæde sig og handle forskelligt – fordi nogle er kvinder og andre er mænd. Kønsroller kalder vi det. Men det rækker faktisk meget længere end bare til roller, vi spiller – rollerne invaderer vores tanker og vores følelser, så vi næsten ikke kan tænke uden for rollen, så længe skabet omslutter os, og i hvert fald først og fremmest føler vi må tage hensyn til dem, der er i skabet..."	"Spørgsmål:\nMener taleren at kønsroller både påvirker hvordan vi handler og tænker?"	1	1	5455	1	23931	1327	3	0	0
P12	6	False	practice	"Når vi endelig bryder ud af skabet og for alvor viser og siger det, der ikke passer i det normative skab, kan vi godt opleve negative reaktioner – men så sandelig også positive – for vi er jo slet ikke alene!"	"NO QUESTION"	NA	.	-1	-1	10568	1327	4	0	0
P12	7	False	practice	"Der er nemlig andre som ligner os mere eller mindre, vi er en broget og mangfoldig flok i alle aldre, hudfarver, kulturelle baggrunde, med og uden handicap, med og uden tro, af forskellig politisk overbevisning, og – vigtigst for os her: af flere forskellige kønsidentiteter og seksuelle orienteringer."	"NO QUESTION"	NA	.	-1	-1	16658	1327	5	0	0
P12	8	False	practice	"Fælles for os er, at vi er en regnbueminoritet i forhold til flertallets skab – men det betyder ikke at majoriteten har ret. Vi vil udefra informere om, at der er andre måder at se tingene på, tilbyde et alternativt syn på livet og verden, som kan hjælpe nogle – især børn og unge – ud af et skab, de mistrives i."	"Spørgsmål:\nMener taleren at minoriteter bør tie med deres verdenssyn?"	2	2	7632	1	16908	1327	6	0	0
P12	9	False	practice	"Lad os brænde skabet med normerne, så vi frigøres fra dem og får retten til at være dem, vi faktisk er!"	"NO QUESTION"	NA	.	-1	-1	5617	1327	7	0	0
P12	10	False	experiment	"NY TALE BEGYNDER NU"	"NO QUESTION"	NA	.	-1	-1	1780	12063	-1	2	2
P12	11	False	experiment	"Lys, der varer ved. Bål, der slår gnister. Glade stemmer, der blander sig med hinanden. Studenterhuer, der viser sig overalt i gadebilledet. Sommerferie, der står for døren. Fællessang, der luner. En kold øl."	"NO QUESTION"	NA	.	-1	-1	11246	12063	0	2	2
P12	12	False	experiment	"'Vi elsker vort land, men ved midsommer mest'."	"NO QUESTION"	NA	.	-1	-1	2832	12063	1	2	2
P12	13	False	experiment	"Uanset hvilken melodi, man synger på, hvilket næb man synger med, eller hvilken hue, man har på til anledningen, så er midsommer og sankthans bare indbegrebet af Danmark."	"NO QUESTION"	NA	.	-1	-1	7978	12063	2	2	2
P12	14	False	experiment	"Til sankthans er 'sommerens hjerter så varme, så glade'. Her 'går ungdom til dans'. Og det hele passer derfor også så fortrinligt til en fest som den, vi har her i aften tæt ved Domus Felix, et hus, hvis navn er latin og betyder noget med glædens hus, det glade hus, med plads til fornøjelse."	"NO QUESTION"	NA	.	-1	-1	16071	12063	3	2	2
P12	15	False	experiment	"Vi har heldigvis så meget at være glade for i Danmark, og også her ved det glade hus i selskab med masser af glade mennesker i Lejre."	"NO QUESTION"	NA	.	-1	-1	6601	12063	4	2	2
P12	16	False	experiment	"Kun finnerne er lykkeligere end danskerne, viser den årlige rapport med titlen 'World Happiness Report', ifølge TV2. Men vi er foran både Norge, Sverige og Canada og flere andre gode lande. Og allernederst er lande som Sydsudan, Yemen og Haiti med ufattelige mængder af dræbte i krig, borgerkrig og naturkatastrofer."	"NO QUESTION"	NA	.	-1	-1	14788	12063	5	2	2
P12	17	False	experiment	"Vi har en fredelig natur, en stærk kultur, et levende demokrati, i Lejre, på Sjælland, i Danmark. Og vi har lige fået lov til at sige vores mening ved to valg i træk. Vi kan mødes frit, tale frit, tænke frit, udvikle os, modtage undervisning, søge lykken for os selv og for vores børn."	"Spørgsmål:\nNævner taleren at der netop har været valg i Danmark?"	1	1	5061	1	13541	12063	6	2	2
P12	18	False	experiment	"Det er lidt anderledes, end hvad den tyske biskop Thietmar af Merseburg skrev om lige i begyndelsen af 1000-tallet efter at have undersøgt forholdene på vore breddegrader. Biskoppens ord lød:"	"Spørgsmål:\nVar biskop Thietmar af Merseburg tysk?"	1	2	4038	0	11115	12063	7	2	2
P12	19	False	experiment	"'Der er i de egne et sted, der hedder Lederun [Lejre], i det distrikt der hedder Selon [Sjælland]; der er kongedømmets hovedstad. Til dette sted kommer alle folk sammen hvert niende år i januar måned, efter den tid, hvor vi fejrer Herrens tilsynekomst (jul), og der ofrer de 99 mænd og lige så mange heste og hunde og haner i stedet for høge. Sikkert og vist mener de, som jeg tidligere har sagt, at disse vil bevare dem for underverdens magter, og at de vil sone de forbrydelser, de har begået mod dem.'"	"NO QUESTION"	NA	.	-1	-1	33459	12063	8	2	2
