1327	-1	"NY TALE BEGYNDER NU"	"NO QUESTION"	"NA"	"practice"	0
1327	0	"Hej alle sammen!"	"NO QUESTION"	"NA"	"practice"	0
1327	1	"Som I allerede ved, vil vi om lidt tænde for et bål, der vil brænde et skab af – det skab, vi har følt os begrænset af, indelukket i, og som de fleste af os er brudt ud af for at kunne blive lykkeligere."	"NO QUESTION"	"NA"	"practice"	0
1327	2	"'Men skabe er da ganske praktiske til opbevaring af mangt og meget, ikke sandt?' Jo, opbevaring af værdier, det er rigtigt – men når vi først begynder at sætte spørgsmålstegn ved disse værdier, så føles skabet mere og mere trangt, for det kan ikke rumme vores ideer og følelser mere."	"NO QUESTION"	"NA"	"practice"	0
1327	3	"'Jamen hvad er der i det skab?' Der er en opfattelse af at kvinder og mænd skal tænke, føle, klæde sig og handle forskelligt – fordi nogle er kvinder og andre er mænd. Kønsroller kalder vi det. Men det rækker faktisk meget længere end bare til roller, vi spiller – rollerne invaderer vores tanker og vores følelser, så vi næsten ikke kan tænke uden for rollen, så længe skabet omslutter os, og i hvert fald først og fremmest føler vi må tage hensyn til dem, der er i skabet..."	"Spørgsmål:\\nMener taleren at kønsroller både påvirker hvordan vi handler og tænker?"	"1"	"practice"	0
1327	4	"Når vi endelig bryder ud af skabet og for alvor viser og siger det, der ikke passer i det normative skab, kan vi godt opleve negative reaktioner – men så sandelig også positive – for vi er jo slet ikke alene!"	"NO QUESTION"	"NA"	"practice"	0
1327	5	"Der er nemlig andre som ligner os mere eller mindre, vi er en broget og mangfoldig flok i alle aldre, hudfarver, kulturelle baggrunde, med og uden handicap, med og uden tro, af forskellig politisk overbevisning, og – vigtigst for os her: af flere forskellige kønsidentiteter og seksuelle orienteringer."	"NO QUESTION"	"NA"	"practice"	0
1327	6	"Fælles for os er, at vi er en regnbueminoritet i forhold til flertallets skab – men det betyder ikke at majoriteten har ret. Vi vil udefra informere om, at der er andre måder at se tingene på, tilbyde et alternativt syn på livet og verden, som kan hjælpe nogle – især børn og unge – ud af et skab, de mistrives i."	"Spørgsmål:\\nMener taleren at minoriteter bør tie med deres verdenssyn?"	"2"	"practice"	0
1327	7	"Lad os brænde skabet med normerne, så vi frigøres fra dem og får retten til at være dem, vi faktisk er!"	"NO QUESTION"	"NA"	"practice"	0
18670	-1	"NY TALE BEGYNDER NU"	"NO QUESTION"	"NA"	"experiment"	4
